Dispatch_ID,Assignment_ID,Quantity_Dispatched,Dispatch_Date,Vehicle_ID,Operator_ID,Delivery_Status,Is_Damaged,Delay_Reason
795::RACK-2::1403,ZONE-4::RACK-2::795::GJ14X8855,9,2025-07-08 00:00:00,GJ14X8855,OP886,Delayed,0,
295::RACK-2::1404,ZONE-1::RACK-2::295::GJ12X5328,34,2025-07-08 00:00:00,GJ12X5328,OP774,Delivered,0,
789::RACK-2::1405,ZONE-1::RACK-2::789::GJ29X9603,26,2025-07-07 00:00:00,GJ29X9603,OP260,Delivered,0,
295::RACK-2::1406,ZONE-1::RACK-2::295::GJ15X4384,29,2025-07-04 00:00:00,GJ15X4384,OP320,Failed,0,
285::RACK-2::1407,ZONE-4::RACK-2::285::GJ05X8172,47,2025-07-07 00:00:00,GJ05X8172,OP264,Delivered,0,
854::RACK-7::1408,ZONE-3::RACK-7::854::GJ13X9573,46,2025-07-05 00:00:00,GJ13X9573,OP197,In Transit,0,
185::RACK-2::1409,ZONE-4::RACK-2::185::GJ17X2836,6,2025-07-03 00:00:00,GJ17X2836,OP378,In Transit,0,
285::RACK-2::1410,ZONE-4::RACK-2::285::GJ15X2279,4,2025-07-05 00:00:00,GJ15X2279,OP713,Delayed,0,
434::RACK-2::1411,ZONE-4::RACK-2::434::GJ18X2499,26,2025-07-06 00:00:00,GJ18X2499,OP891,Failed,0,
434::RACK-3::1412,ZONE-4::RACK-3::434::GJ08X2500,44,2025-07-06 00:00:00,GJ08X2500,OP227,Delayed,0,
434::RACK-3::1413,ZONE-4::RACK-3::434::GJ05X6194,45,2025-07-06 00:00:00,GJ05X6194,OP539,Failed,1,Weather
295::RACK-2::1414,ZONE-1::RACK-2::295::GJ06X5907,7,2025-07-04 00:00:00,GJ06X5907,OP998,Delivered,0,
789::RACK-2::1415,ZONE-1::RACK-2::789::GJ23X8925,28,2025-07-05 00:00:00,GJ23X8925,OP488,Failed,0,
854::RACK-7::1416,ZONE-3::RACK-7::854::GJ06X1549,7,2025-07-06 00:00:00,GJ06X1549,OP589,Delayed,0,
854::RACK-7::1417,ZONE-3::RACK-7::854::GJ14X7289,38,2025-07-07 00:00:00,GJ14X7289,OP355,Delivered,0,
789::RACK-3::1418,ZONE-1::RACK-3::789::GJ29X3199,39,2025-07-06 00:00:00,GJ29X3199,OP939,Failed,1,Depot Overflow
854::RACK-8::1419,ZONE-3::RACK-8::854::GJ23X8925,50,2025-07-06 00:00:00,GJ23X8925,OP156,Delayed,0,
285::RACK-3::1420,ZONE-4::RACK-3::285::GJ17X7384,43,2025-07-07 00:00:00,GJ17X7384,OP509,In Transit,0,
295::RACK-3::1421,ZONE-1::RACK-3::295::GJ29X6133,38,2025-07-07 00:00:00,GJ29X6133,OP975,In Transit,0,
185::RACK-3::1422,ZONE-4::RACK-3::185::GJ17X4217,46,2025-07-04 00:00:00,GJ17X4217,OP713,Delivered,0,
295::RACK-3::1423,ZONE-1::RACK-3::295::GJ12X3425,24,2025-07-05 00:00:00,GJ12X3425,OP869,Failed,0,
384::RACK-10::1424,ZONE-2::RACK-10::384::GJ06X2813,3,2025-07-06 00:00:00,GJ06X2813,OP664,In Transit,0,
285::RACK-3::1425,ZONE-4::RACK-3::285::GJ13X8172,25,2025-07-05 00:00:00,GJ13X8172,OP520,Failed,0,
384::RACK-10::1426,ZONE-2::RACK-10::384::GJ26X7609,38,2025-07-03 00:00:00,GJ26X7609,OP118,Delayed,1,Weather
854::RACK-8::1427,ZONE-3::RACK-8::854::GJ16X5358,9,2025-07-08 00:00:00,GJ16X5358,OP967,Delayed,0,
185::RACK-4::1428,ZONE-4::RACK-4::185::GJ18X7432,46,2025-07-07 00:00:00,GJ18X7432,OP418,Failed,0,
789::RACK-3::1429,ZONE-1::RACK-3::789::GJ09X4010,40,2025-07-03 00:00:00,GJ09X4010,OP655,Failed,0,
285::RACK-4::1430,ZONE-4::RACK-4::285::GJ04X5804,26,2025-07-08 00:00:00,GJ04X5804,OP967,Failed,0,
854::RACK-8::1431,ZONE-3::RACK-8::854::GJ14X3279,7,2025-07-05 00:00:00,GJ14X3279,OP384,Delayed,0,
384::RACK-10::1432,ZONE-2::RACK-10::384::GJ14X1705,14,2025-07-08 00:00:00,GJ14X1705,OP535,Delivered,0,
295::RACK-3::1433,ZONE-1::RACK-3::295::GJ18X7432,45,2025-07-06 00:00:00,GJ18X7432,OP713,Delivered,0,
285::RACK-4::1434,ZONE-4::RACK-4::285::GJ10X2304,48,2025-07-08 00:00:00,GJ10X2304,OP166,Delayed,0,
434::RACK-4::1435,ZONE-4::RACK-4::434::GJ15X3297,21,2025-07-06 00:00:00,GJ15X3297,OP842,Failed,0,
854::RACK-8::1436,ZONE-3::RACK-8::854::GJ30X8944,20,2025-07-06 00:00:00,GJ30X8944,OP819,Failed,0,
185::RACK-5::1437,ZONE-4::RACK-5::185::GJ05X6015,46,2025-07-03 00:00:00,GJ05X6015,OP881,Delayed,1,Operator Error
384::RACK-10::1438,ZONE-2::RACK-10::384::GJ27X4504,15,2025-07-07 00:00:00,GJ27X4504,OP420,Delayed,0,
285::RACK-5::1439,ZONE-4::RACK-5::285::GJ01X1573,47,2025-07-07 00:00:00,GJ01X1573,OP758,Delivered,0,
384::RACK-1::1440,ZONE-2::RACK-1::384::GJ17X7384,31,2025-07-05 00:00:00,GJ17X7384,OP969,Failed,0,
795::RACK-5::1441,ZONE-4::RACK-5::795::GJ30X6044,35,2025-07-08 00:00:00,GJ30X6044,OP110,Delayed,0,
185::RACK-5::1442,ZONE-4::RACK-5::185::GJ12X1758,14,2025-07-09 00:00:00,GJ12X1758,OP881,In Transit,0,
285::RACK-6::1443,ZONE-4::RACK-6::285::GJ13X1303,1,2025-07-06 00:00:00,GJ13X1303,OP500,Delayed,0,
285::RACK-6::1444,ZONE-4::RACK-6::285::GJ21X4763,20,2025-07-03 00:00:00,GJ21X4763,OP477,In Transit,0,
434::RACK-6::1445,ZONE-4::RACK-6::434::GJ19X6467,2,2025-07-07 00:00:00,GJ19X6467,OP814,In Transit,0,
854::RACK-9::1446,ZONE-3::RACK-9::854::GJ05X6667,42,2025-07-05 00:00:00,GJ05X6667,OP539,In Transit,0,
185::RACK-6::1447,ZONE-4::RACK-6::185::GJ16X6108,20,2025-07-05 00:00:00,GJ16X6108,OP699,In Transit,0,
434::RACK-6::1448,ZONE-4::RACK-6::434::GJ03X3136,3,2025-07-06 00:00:00,GJ03X3136,OP969,Delivered,0,
434::RACK-7::1449,ZONE-4::RACK-7::434::GJ20X8820,33,2025-07-07 00:00:00,GJ20X8820,OP278,Delayed,1,Traffic
854::RACK-9::1450,ZONE-3::RACK-9::854::GJ01X5402,21,2025-07-05 00:00:00,GJ01X5402,OP498,Delayed,1,Weather
384::RACK-1::1451,ZONE-2::RACK-1::384::GJ09X3787,5,2025-07-06 00:00:00,GJ09X3787,OP819,In Transit,0,
795::RACK-7::1452,ZONE-4::RACK-7::795::GJ15X4723,17,2025-07-05 00:00:00,GJ15X4723,OP578,Failed,0,
434::RACK-7::1453,ZONE-4::RACK-7::434::GJ23X1668,43,2025-07-06 00:00:00,GJ23X1668,OP488,Delivered,0,
285::RACK-7::1454,ZONE-4::RACK-7::285::GJ03X7424,6,2025-07-04 00:00:00,GJ03X7424,OP443,In Transit,0,
295::RACK-4::1455,ZONE-1::RACK-4::295::GJ14X3727,13,2025-07-04 00:00:00,GJ14X3727,OP679,In Transit,0,
285::RACK-8::1456,ZONE-4::RACK-8::285::GJ25X9157,26,2025-07-08 00:00:00,GJ25X9157,OP333,In Transit,0,
295::RACK-4::1457,ZONE-1::RACK-4::295::GJ08X4506,30,2025-07-08 00:00:00,GJ08X4506,OP833,Failed,0,
285::RACK-8::1458,ZONE-4::RACK-8::285::GJ11X9080,32,2025-07-04 00:00:00,GJ11X9080,OP311,Delivered,0,
854::RACK-9::1459,ZONE-3::RACK-9::854::GJ01X2097,15,2025-07-06 00:00:00,GJ01X2097,OP197,Failed,0,
795::RACK-8::1460,ZONE-4::RACK-8::795::GJ17X7384,35,2025-07-06 00:00:00,GJ17X7384,OP758,Failed,0,
434::RACK-8::1461,ZONE-4::RACK-8::434::GJ08X1229,26,2025-07-05 00:00:00,GJ08X1229,OP833,Failed,1,Operator Error
854::RACK-9::1462,ZONE-3::RACK-9::854::GJ09X8395,24,2025-07-06 00:00:00,GJ09X8395,OP589,Delayed,0,
795::RACK-8::1463,ZONE-4::RACK-8::795::GJ29X6793,24,2025-07-04 00:00:00,GJ29X6793,OP345,Delayed,0,
434::RACK-9::1464,ZONE-4::RACK-9::434::GJ07X3009,34,2025-07-07 00:00:00,GJ07X3009,OP616,Delivered,0,
295::RACK-4::1465,ZONE-1::RACK-4::295::GJ28X9107,46,2025-07-05 00:00:00,GJ28X9107,OP609,Failed,0,
854::RACK-9::1466,ZONE-3::RACK-9::854::GJ13X2230,30,2025-07-04 00:00:00,GJ13X2230,OP674,In Transit,0,
434::RACK-9::1467,ZONE-4::RACK-9::434::GJ14X7289,9,2025-07-07 00:00:00,GJ14X7289,OP101,In Transit,0,
795::RACK-9::1468,ZONE-4::RACK-9::795::GJ06X6051,35,2025-07-06 00:00:00,GJ06X6051,OP272,Failed,1,Logistics
854::RACK-10::1469,ZONE-3::RACK-10::854::GJ04X1613,30,2025-07-04 00:00:00,GJ04X1613,OP124,Failed,0,
434::RACK-9::1470,ZONE-4::RACK-9::434::GJ12X2891,4,2025-07-07 00:00:00,GJ12X2891,OP726,Delayed,0,
795::RACK-9::1471,ZONE-4::RACK-9::795::GJ04X2060,25,2025-07-07 00:00:00,GJ04X2060,OP244,In Transit,0,
789::RACK-4::1472,ZONE-1::RACK-4::789::GJ04X2060,7,2025-07-04 00:00:00,GJ04X2060,OP699,Failed,1,Operator Error
285::RACK-10::1473,ZONE-4::RACK-10::285::GJ24X6892,38,2025-07-03 00:00:00,GJ24X6892,OP734,Delayed,0,
285::RACK-10::1474,ZONE-4::RACK-10::285::GJ22X4867,41,2025-07-03 00:00:00,GJ22X4867,OP505,In Transit,0,
795::RACK-10::1475,ZONE-4::RACK-10::795::GJ12X5328,30,2025-07-08 00:00:00,GJ12X5328,OP126,Delivered,0,
295::RACK-4::1476,ZONE-1::RACK-4::295::GJ16X6108,32,2025-07-06 00:00:00,GJ16X6108,OP540,In Transit,0,
854::RACK-10::1477,ZONE-3::RACK-10::854::GJ25X9719,40,2025-07-05 00:00:00,GJ25X9719,OP119,Delivered,0,
185::RACK-10::1478,ZONE-4::RACK-10::185::GJ01X2039,17,2025-07-07 00:00:00,GJ01X2039,OP278,Delivered,0,
789::RACK-5::1479,ZONE-1::RACK-5::789::GJ18X6865,22,2025-07-07 00:00:00,GJ18X6865,OP920,Delayed,0,
185::RACK-1::1480,ZONE-4::RACK-1::185::GJ11X9180,22,2025-07-05 00:00:00,GJ11X9180,OP543,Delivered,0,
795::RACK-1::1481,ZONE-4::RACK-1::795::GJ15X2791,28,2025-07-08 00:00:00,GJ15X2791,OP422,Delivered,0,
384::RACK-1::1482,ZONE-2::RACK-1::384::GJ13X2230,7,2025-07-03 00:00:00,GJ13X2230,OP374,Delivered,0,
185::RACK-1::1483,ZONE-4::RACK-1::185::GJ30X2371,9,2025-07-06 00:00:00,GJ30X2371,OP465,Delayed,1,Weather
854::RACK-10::1484,ZONE-3::RACK-10::854::GJ05X2776,39,2025-07-07 00:00:00,GJ05X2776,OP777,Delayed,1,Traffic
434::RACK-1::1485,ZONE-4::RACK-1::434::GJ23X5465,41,2025-07-06 00:00:00,GJ23X5465,OP923,In Transit,0,
295::RACK-5::1486,ZONE-1::RACK-5::295::GJ15X1880,9,2025-07-05 00:00:00,GJ15X1880,OP360,Delivered,0,
789::RACK-5::1487,ZONE-1::RACK-5::789::GJ15X4384,45,2025-07-07 00:00:00,GJ15X4384,OP231,In Transit,0,
295::RACK-5::1488,ZONE-1::RACK-5::295::GJ21X7971,33,2025-07-06 00:00:00,GJ21X7971,OP446,Delayed,1,Traffic
384::RACK-1::1489,ZONE-2::RACK-1::384::GJ06X1549,46,2025-07-05 00:00:00,GJ06X1549,OP594,Delivered,0,
789::RACK-5::1490,ZONE-1::RACK-5::789::GJ28X9659,34,2025-07-06 00:00:00,GJ28X9659,OP714,Delivered,0,
434::RACK-1::1491,ZONE-4::RACK-1::434::GJ15X1880,48,2025-07-05 00:00:00,GJ15X1880,OP500,In Transit,0,
185::RACK-2::1492,ZONE-4::RACK-2::185::GJ28X6836,19,2025-07-08 00:00:00,GJ28X6836,OP859,Failed,0,
295::RACK-6::1493,ZONE-1::RACK-6::295::GJ06X2813,39,2025-07-03 00:00:00,GJ06X2813,OP486,In Transit,0,
854::RACK-10::1494,ZONE-3::RACK-10::854::GJ03X5022,5,2025-07-08 00:00:00,GJ03X5022,OP753,Failed,0,
384::RACK-2::1495,ZONE-2::RACK-2::384::GJ19X6467,6,2025-07-06 00:00:00,GJ19X6467,OP435,In Transit,0,
854::RACK-10::1496,ZONE-3::RACK-10::854::GJ17X7384,49,2025-07-04 00:00:00,GJ17X7384,OP824,Delayed,0,
295::RACK-6::1497,ZONE-1::RACK-6::295::GJ21X9440,31,2025-07-04 00:00:00,GJ21X9440,OP892,In Transit,0,
789::RACK-6::1498,ZONE-1::RACK-6::789::GJ20X8820,24,2025-07-06 00:00:00,GJ20X8820,OP119,Delayed,1,Operator Error
295::RACK-6::1499,ZONE-1::RACK-6::295::GJ11X7822,6,2025-07-08 00:00:00,GJ11X7822,OP683,In Transit,0,
789::RACK-6::1500,ZONE-1::RACK-6::789::GJ15X1880,3,2025-07-06 00:00:00,GJ15X1880,OP603,Delayed,1,Weather
789::RACK-7::1501,ZONE-1::RACK-7::789::GJ11X5333,33,2025-07-06 00:00:00,GJ11X5333,OP423,Failed,0,
795::RACK-2::1502,ZONE-4::RACK-2::795::GJ27X4732,39,2025-07-04 00:00:00,GJ27X4732,OP603,Delayed,0,
789::RACK-7::1503,ZONE-1::RACK-7::789::GJ03X4067,28,2025-07-03 00:00:00,GJ03X4067,OP535,Failed,0,
795::RACK-2::1504,ZONE-4::RACK-2::795::GJ11X1934,31,2025-07-03 00:00:00,GJ11X1934,OP542,In Transit,0,
185::RACK-2::1505,ZONE-4::RACK-2::185::GJ30X2401,46,2025-07-05 00:00:00,GJ30X2401,OP124,Failed,0,
384::RACK-2::1506,ZONE-2::RACK-2::384::GJ03X9079,26,2025-07-07 00:00:00,GJ03X9079,OP942,Failed,0,
185::RACK-2::1507,ZONE-4::RACK-2::185::GJ04X6241,40,2025-07-07 00:00:00,GJ04X6241,OP498,Failed,0,
185::RACK-3::1508,ZONE-4::RACK-3::185::GJ10X5561,20,2025-07-05 00:00:00,GJ10X5561,OP634,Delayed,0,
795::RACK-3::1509,ZONE-4::RACK-3::795::GJ05X8172,50,2025-07-05 00:00:00,GJ05X8172,OP685,In Transit,0,
185::RACK-3::1510,ZONE-4::RACK-3::185::GJ24X6532,19,2025-07-03 00:00:00,GJ24X6532,OP789,In Transit,0,
285::RACK-3::1511,ZONE-4::RACK-3::285::GJ09X8395,29,2025-07-06 00:00:00,GJ09X8395,OP520,Failed,0,
789::RACK-7::1512,ZONE-1::RACK-7::789::GJ06X9871,22,2025-07-05 00:00:00,GJ06X9871,OP635,Failed,0,
285::RACK-3::1513,ZONE-4::RACK-3::285::GJ25X9157,2,2025-07-07 00:00:00,GJ25X9157,OP727,Delivered,0,
295::RACK-7::1514,ZONE-1::RACK-7::295::GJ04X2061,34,2025-07-06 00:00:00,GJ04X2061,OP998,Delayed,1,Logistics
295::RACK-8::1515,ZONE-1::RACK-8::295::GJ11X9382,10,2025-07-08 00:00:00,GJ11X9382,OP322,Delivered,0,
434::RACK-4::1516,ZONE-4::RACK-4::434::GJ01X1573,1,2025-07-03 00:00:00,GJ01X1573,OP166,In Transit,0,
789::RACK-8::1517,ZONE-1::RACK-8::789::GJ10X3428,33,2025-07-05 00:00:00,GJ10X3428,OP435,Delivered,0,
795::RACK-4::1518,ZONE-4::RACK-4::795::GJ01X9269,19,2025-07-03 00:00:00,GJ01X9269,OP779,Failed,0,
185::RACK-4::1519,ZONE-4::RACK-4::185::GJ07X1011,28,2025-07-03 00:00:00,GJ07X1011,OP920,Delivered,0,
185::RACK-4::1520,ZONE-4::RACK-4::185::GJ08X2709,29,2025-07-08 00:00:00,GJ08X2709,OP561,In Transit,0,
295::RACK-8::1521,ZONE-1::RACK-8::295::GJ12X1758,6,2025-07-05 00:00:00,GJ12X1758,OP422,Delayed,0,
795::RACK-4::1522,ZONE-4::RACK-4::795::GJ11X1934,45,2025-07-06 00:00:00,GJ11X1934,OP465,Delivered,0,
789::RACK-8::1523,ZONE-1::RACK-8::789::GJ11X5333,37,2025-07-05 00:00:00,GJ11X5333,OP264,Delayed,0,
185::RACK-5::1524,ZONE-4::RACK-5::185::GJ29X9603,37,2025-07-07 00:00:00,GJ29X9603,OP729,Delayed,0,
185::RACK-5::1525,ZONE-4::RACK-5::185::GJ06X5907,21,2025-07-06 00:00:00,GJ06X5907,OP313,Delayed,0,
185::RACK-5::1526,ZONE-4::RACK-5::185::GJ30X8944,37,2025-07-05 00:00:00,GJ30X8944,OP872,In Transit,0,
295::RACK-9::1527,ZONE-1::RACK-9::295::GJ12X1758,25,2025-07-04 00:00:00,GJ12X1758,OP820,Delivered,0,
285::RACK-6::1528,ZONE-4::RACK-6::285::GJ05X6194,33,2025-07-05 00:00:00,GJ05X6194,OP197,Delayed,1,Logistics
795::RACK-6::1529,ZONE-4::RACK-6::795::GJ17X8039,4,2025-07-07 00:00:00,GJ17X8039,OP266,Delivered,0,
434::RACK-6::1530,ZONE-4::RACK-6::434::GJ06X1549,32,2025-07-07 00:00:00,GJ06X1549,OP207,Delivered,0,
384::RACK-2::1531,ZONE-2::RACK-2::384::GJ11X4850,14,2025-07-06 00:00:00,GJ11X4850,OP678,Delivered,0,
384::RACK-3::1532,ZONE-2::RACK-3::384::GJ23X5185,2,2025-07-06 00:00:00,GJ23X5185,OP807,Delayed,0,
434::RACK-6::1533,ZONE-4::RACK-6::434::GJ28X7060,38,2025-07-06 00:00:00,GJ28X7060,OP922,Delayed,0,
285::RACK-6::1534,ZONE-4::RACK-6::285::GJ25X8456,9,2025-07-04 00:00:00,GJ25X8456,OP859,Delivered,0,
789::RACK-9::1535,ZONE-1::RACK-9::789::GJ16X6108,48,2025-07-08 00:00:00,GJ16X6108,OP668,In Transit,0,
185::RACK-7::1536,ZONE-4::RACK-7::185::GJ04X6241,49,2025-07-05 00:00:00,GJ04X6241,OP323,In Transit,0,
185::RACK-7::1537,ZONE-4::RACK-7::185::GJ14X3279,27,2025-07-03 00:00:00,GJ14X3279,OP823,In Transit,0,
434::RACK-7::1538,ZONE-4::RACK-7::434::GJ27X7409,35,2025-07-08 00:00:00,GJ27X7409,OP566,In Transit,0,
789::RACK-9::1539,ZONE-1::RACK-9::789::GJ26X4353,28,2025-07-05 00:00:00,GJ26X4353,OP407,Delayed,0,
795::RACK-7::1540,ZONE-4::RACK-7::795::GJ29X6793,35,2025-07-07 00:00:00,GJ29X6793,OP322,Delivered,0,
185::RACK-7::1541,ZONE-4::RACK-7::185::GJ29X3199,5,2025-07-05 00:00:00,GJ29X3199,OP582,Failed,0,
795::RACK-8::1542,ZONE-4::RACK-8::795::GJ23X7398,13,2025-07-07 00:00:00,GJ23X7398,OP741,In Transit,0,
384::RACK-3::1543,ZONE-2::RACK-3::384::GJ12X2891,33,2025-07-07 00:00:00,GJ12X2891,OP227,Delivered,0,
185::RACK-8::1544,ZONE-4::RACK-8::185::GJ28X5690,28,2025-07-06 00:00:00,GJ28X5690,OP202,In Transit,0,
434::RACK-8::1545,ZONE-4::RACK-8::434::GJ09X1112,35,2025-07-03 00:00:00,GJ09X1112,OP507,Delayed,0,
434::RACK-8::1546,ZONE-4::RACK-8::434::GJ15X4430,12,2025-07-05 00:00:00,GJ15X4430,OP912,Delayed,0,
795::RACK-8::1547,ZONE-4::RACK-8::795::GJ05X2776,17,2025-07-07 00:00:00,GJ05X2776,OP891,Delayed,0,
434::RACK-9::1548,ZONE-4::RACK-9::434::GJ09X3787,7,2025-07-08 00:00:00,GJ09X3787,OP224,Failed,0,
384::RACK-3::1549,ZONE-2::RACK-3::384::GJ27X4504,8,2025-07-04 00:00:00,GJ27X4504,OP833,Failed,0,
854::RACK-1::1550,ZONE-3::RACK-1::854::GJ13X2230,42,2025-07-05 00:00:00,GJ13X2230,OP833,Failed,0,
434::RACK-9::1551,ZONE-4::RACK-9::434::GJ06X8468,47,2025-07-08 00:00:00,GJ06X8468,OP261,Failed,0,
854::RACK-1::1552,ZONE-3::RACK-1::854::GJ15X5149,6,2025-07-09 00:00:00,GJ15X5149,OP859,Delayed,0,
795::RACK-9::1553,ZONE-4::RACK-9::795::GJ21X8382,14,2025-07-07 00:00:00,GJ21X8382,OP119,In Transit,0,
384::RACK-3::1554,ZONE-2::RACK-3::384::GJ01X1085,50,2025-07-04 00:00:00,GJ01X1085,OP244,Delayed,0,
434::RACK-9::1555,ZONE-4::RACK-9::434::GJ06X5907,49,2025-07-06 00:00:00,GJ06X5907,OP686,Delivered,0,
434::RACK-9::1556,ZONE-4::RACK-9::434::GJ30X4471,12,2025-07-05 00:00:00,GJ30X4471,OP886,In Transit,0,
854::RACK-1::1557,ZONE-3::RACK-1::854::GJ24X6892,24,2025-07-07 00:00:00,GJ24X6892,OP686,Failed,0,
854::RACK-2::1558,ZONE-3::RACK-2::854::GJ30X2371,29,2025-07-04 00:00:00,GJ30X2371,OP577,Delayed,0,
285::RACK-10::1559,ZONE-4::RACK-10::285::GJ30X3926,1,2025-07-04 00:00:00,GJ30X3926,OP685,Failed,0,
285::RACK-10::1560,ZONE-4::RACK-10::285::GJ11X9080,36,2025-07-05 00:00:00,GJ11X9080,OP224,In Transit,0,
434::RACK-10::1561,ZONE-4::RACK-10::434::GJ14X9412,20,2025-07-06 00:00:00,GJ14X9412,OP183,Delivered,0,
185::RACK-10::1562,ZONE-4::RACK-10::185::GJ22X1394,10,2025-07-08 00:00:00,GJ22X1394,OP403,Delayed,0,
854::RACK-2::1563,ZONE-3::RACK-2::854::GJ26X6532,38,2025-07-06 00:00:00,GJ26X6532,OP297,Delayed,1,Weather
795::RACK-1::1564,ZONE-4::RACK-1::795::GJ05X6194,31,2025-07-05 00:00:00,GJ05X6194,OP904,Delivered,0,
384::RACK-4::1565,ZONE-2::RACK-4::384::GJ14X1705,7,2025-07-08 00:00:00,GJ14X1705,OP836,Delivered,0,
854::RACK-2::1566,ZONE-3::RACK-2::854::GJ26X5488,17,2025-07-06 00:00:00,GJ26X5488,OP904,Delayed,0,
384::RACK-4::1567,ZONE-2::RACK-4::384::GJ12X3425,7,2025-07-05 00:00:00,GJ12X3425,OP740,Failed,0,
185::RACK-1::1568,ZONE-4::RACK-1::185::GJ27X6555,48,2025-07-05 00:00:00,GJ27X6555,OP600,Delivered,0,
795::RACK-1::1569,ZONE-4::RACK-1::795::GJ15X6806,17,2025-07-05 00:00:00,GJ15X6806,OP771,Failed,0,
789::RACK-9::1570,ZONE-1::RACK-9::789::GJ14X1053,4,2025-07-04 00:00:00,GJ14X1053,OP431,Delivered,0,
384::RACK-4::1571,ZONE-2::RACK-4::384::GJ18X7432,10,2025-07-05 00:00:00,GJ18X7432,OP997,Delivered,0,
285::RACK-1::1572,ZONE-4::RACK-1::285::GJ25X9157,14,2025-07-04 00:00:00,GJ25X9157,OP776,Failed,0,
285::RACK-2::1573,ZONE-4::RACK-2::285::GJ29X6793,17,2025-07-08 00:00:00,GJ29X6793,OP407,Failed,0,
854::RACK-2::1574,ZONE-3::RACK-2::854::GJ28X6836,44,2025-07-03 00:00:00,GJ28X6836,OP887,Delayed,0,
384::RACK-4::1575,ZONE-2::RACK-4::384::GJ28X7704,37,2025-07-05 00:00:00,GJ28X7704,OP429,Delayed,0,
434::RACK-2::1576,ZONE-4::RACK-2::434::GJ30X8944,36,2025-07-06 00:00:00,GJ30X8944,OP524,Delayed,0,
795::RACK-3::1577,ZONE-4::RACK-3::795::GJ25X9719,44,2025-07-06 00:00:00,GJ25X9719,OP485,Failed,0,
384::RACK-4::1578,ZONE-2::RACK-4::384::GJ07X1011,19,2025-07-07 00:00:00,GJ07X1011,OP173,In Transit,0,
854::RACK-3::1579,ZONE-3::RACK-3::854::GJ04X2061,30,2025-07-07 00:00:00,GJ04X2061,OP219,Delayed,0,
285::RACK-3::1580,ZONE-4::RACK-3::285::GJ20X7043,34,2025-07-04 00:00:00,GJ20X7043,OP384,Delivered,0,
285::RACK-3::1581,ZONE-4::RACK-3::285::GJ15X6806,9,2025-07-07 00:00:00,GJ15X6806,OP231,In Transit,0,
795::RACK-3::1582,ZONE-4::RACK-3::795::GJ10X5561,23,2025-07-03 00:00:00,GJ10X5561,OP435,Failed,0,
384::RACK-5::1583,ZONE-2::RACK-5::384::GJ06X6051,30,2025-07-07 00:00:00,GJ06X6051,OP460,Delayed,0,
795::RACK-3::1584,ZONE-4::RACK-3::795::GJ03X4858,20,2025-07-06 00:00:00,GJ03X4858,OP509,Delivered,0,
384::RACK-5::1585,ZONE-2::RACK-5::384::GJ26X3703,50,2025-07-06 00:00:00,GJ26X3703,OP679,Failed,0,
295::RACK-10::1586,ZONE-1::RACK-10::295::GJ14X8889,12,2025-07-06 00:00:00,GJ14X8889,OP446,In Transit,0,
854::RACK-3::1587,ZONE-3::RACK-3::854::GJ12X1758,3,2025-07-05 00:00:00,GJ12X1758,OP224,Failed,1,Weather
789::RACK-10::1588,ZONE-1::RACK-10::789::GJ28X5690,22,2025-07-06 00:00:00,GJ28X5690,OP734,Delayed,0,
789::RACK-10::1589,ZONE-1::RACK-10::789::GJ30X4177,39,2025-07-03 00:00:00,GJ30X4177,OP683,In Transit,0,
795::RACK-4::1590,ZONE-4::RACK-4::795::GJ30X6985,34,2025-07-07 00:00:00,GJ30X6985,OP245,In Transit,0,
185::RACK-4::1591,ZONE-4::RACK-4::185::GJ30X2371,44,2025-07-05 00:00:00,GJ30X2371,OP871,Delayed,1,Traffic
854::RACK-3::1592,ZONE-3::RACK-3::854::GJ12X3425,5,2025-07-08 00:00:00,GJ12X3425,OP333,In Transit,0,
185::RACK-4::1593,ZONE-4::RACK-4::185::GJ15X3465,33,2025-07-05 00:00:00,GJ15X3465,OP276,Delayed,1,Operator Error
789::RACK-10::1594,ZONE-1::RACK-10::789::GJ27X3348,17,2025-07-04 00:00:00,GJ27X3348,OP950,Failed,1,Operator Error
434::RACK-4::1595,ZONE-4::RACK-4::434::GJ27X9811,43,2025-07-09 00:00:00,GJ27X9811,OP197,Delayed,0,
384::RACK-5::1596,ZONE-2::RACK-5::384::GJ05X2776,28,2025-07-03 00:00:00,GJ05X2776,OP276,In Transit,0,
295::RACK-10::1597,ZONE-1::RACK-10::295::GJ08X2709,18,2025-07-05 00:00:00,GJ08X2709,OP372,In Transit,0,
285::RACK-4::1598,ZONE-4::RACK-4::285::GJ27X9811,44,2025-07-06 00:00:00,GJ27X9811,OP318,Delayed,1,Traffic
854::RACK-3::1599,ZONE-3::RACK-3::854::GJ05X5328,17,2025-07-04 00:00:00,GJ05X5328,OP793,In Transit,0,
789::RACK-1::1600,ZONE-1::RACK-1::789::GJ26X7609,35,2025-07-05 00:00:00,GJ26X7609,OP775,Delayed,1,Logistics
789::RACK-1::1601,ZONE-1::RACK-1::789::GJ27X4558,48,2025-07-09 00:00:00,GJ27X4558,OP679,In Transit,0,
384::RACK-5::1602,ZONE-2::RACK-5::384::GJ11X4850,34,2025-07-06 00:00:00,GJ11X4850,OP560,Failed,0,
789::RACK-1::1603,ZONE-1::RACK-1::789::GJ14X5369,19,2025-07-07 00:00:00,GJ14X5369,OP992,Delivered,0,
