Storage_ID,Product_ID,Rack_Location,Zone,Stored_Quantity,FIFO_Flag
ZONE-4:RACK-9:812,DEW-1926-B22-795,RACK-9,ZONE-4,106,1
ZONE-4:RACK-9:813,DEW-1927-B47-795,RACK-9,ZONE-4,96,1
ZONE-4:RACK-10:196,DIG-1928-B13-185,RACK-10,ZONE-4,119,1
ZONE-2:RACK-5:397,IMM-1929-B28-384,RACK-5,ZONE-2,128,1
ZONE-1:RACK-1:306,ANT-1930-B86-295,RACK-1,ZONE-1,192,1
ZONE-4:RACK-10:301,VIT-1931-B83-285,RACK-10,ZONE-4,123,1
ZONE-4:RACK-10:302,VIT-1932-B57-285,RACK-10,ZONE-4,182,1
ZONE-1:RACK-1:307,ANT-1933-B86-295,RACK-1,ZONE-1,136,1
ZONE-4:RACK-10:303,VIT-1934-B73-285,RACK-10,ZONE-4,64,1
ZONE-1:RACK-1:308,ANT-1935-B20-295,RACK-1,ZONE-1,178,1
ZONE-4:RACK-10:443,SUP-1936-B18-434,RACK-10,ZONE-4,105,1
ZONE-4:RACK-1:199,DIG-1937-B46-185,RACK-1,ZONE-4,81,1
ZONE-1:RACK-2:306,ANT-1938-B54-295,RACK-2,ZONE-1,184,1
ZONE-4:RACK-1:806,DEW-1939-B49-795,RACK-1,ZONE-4,172,1
ZONE-1:RACK-2:798,ANT-1940-B10-789,RACK-2,ZONE-1,85,1
ZONE-4:RACK-1:299,VIT-1941-B31-285,RACK-1,ZONE-4,139,1
ZONE-4:RACK-1:200,DIG-1942-B51-185,RACK-1,ZONE-4,121,1
ZONE-3:RACK-2:867,TOP-1943-B86-854,RACK-2,ZONE-3,98,1
ZONE-3:RACK-2:868,TOP-1944-B52-854,RACK-2,ZONE-3,189,1
ZONE-3:RACK-3:864,TOP-1945-B53-854,RACK-3,ZONE-3,177,1
ZONE-2:RACK-5:398,IMM-1946-B64-384,RACK-5,ZONE-2,144,1
ZONE-4:RACK-1:445,SUP-1947-B28-434,RACK-1,ZONE-4,100,1
ZONE-2:RACK-6:394,IMM-1948-B16-384,RACK-6,ZONE-2,136,1
ZONE-4:RACK-2:202,DIG-1949-B62-185,RACK-2,ZONE-4,69,1
ZONE-4:RACK-2:446,SUP-1950-B68-434,RACK-2,ZONE-4,176,1
ZONE-1:RACK-2:307,ANT-1951-B90-295,RACK-2,ZONE-1,131,1
ZONE-3:RACK-3:865,TOP-1952-B69-854,RACK-3,ZONE-3,171,1
ZONE-4:RACK-2:447,SUP-1953-B83-434,RACK-2,ZONE-4,110,1
ZONE-1:RACK-2:308,ANT-1954-B52-295,RACK-2,ZONE-1,106,1
ZONE-1:RACK-2:309,ANT-1955-B19-295,RACK-2,ZONE-1,185,1
ZONE-4:RACK-2:292,VIT-1956-B15-285,RACK-2,ZONE-4,167,1
ZONE-1:RACK-3:309,ANT-1957-B24-295,RACK-3,ZONE-1,139,1
ZONE-4:RACK-2:809,DEW-1958-B24-795,RACK-2,ZONE-4,171,1
ZONE-4:RACK-3:292,VIT-1959-B45-285,RACK-3,ZONE-4,185,1
ZONE-4:RACK-3:810,DEW-1960-B97-795,RACK-3,ZONE-4,162,1
ZONE-2:RACK-6:395,IMM-1961-B31-384,RACK-6,ZONE-2,89,1
ZONE-1:RACK-3:795,ANT-1962-B45-789,RACK-3,ZONE-1,140,1
ZONE-2:RACK-6:396,IMM-1963-B67-384,RACK-6,ZONE-2,180,1
ZONE-3:RACK-3:866,TOP-1964-B44-854,RACK-3,ZONE-3,53,1
ZONE-4:RACK-3:811,DEW-1965-B10-795,RACK-3,ZONE-4,86,1
ZONE-1:RACK-3:310,ANT-1966-B58-295,RACK-3,ZONE-1,65,1
ZONE-4:RACK-3:293,VIT-1967-B28-285,RACK-3,ZONE-4,170,1
ZONE-4:RACK-3:294,VIT-1968-B72-285,RACK-3,ZONE-4,168,1
ZONE-1:RACK-3:311,ANT-1969-B28-295,RACK-3,ZONE-1,62,1
ZONE-3:RACK-3:867,TOP-1970-B47-854,RACK-3,ZONE-3,196,1
ZONE-2:RACK-6:397,IMM-1971-B60-384,RACK-6,ZONE-2,50,1
ZONE-4:RACK-4:193,DIG-1972-B48-185,RACK-4,ZONE-4,117,1
ZONE-4:RACK-4:194,DIG-1973-B71-185,RACK-4,ZONE-4,61,1
ZONE-4:RACK-4:445,SUP-1974-B19-434,RACK-4,ZONE-4,152,1
ZONE-4:RACK-4:812,DEW-1975-B39-795,RACK-4,ZONE-4,111,1
ZONE-1:RACK-3:312,ANT-1976-B18-295,RACK-3,ZONE-1,164,1
ZONE-4:RACK-4:813,DEW-1977-B21-795,RACK-4,ZONE-4,85,1
ZONE-4:RACK-5:201,DIG-1978-B88-185,RACK-5,ZONE-4,83,1
ZONE-2:RACK-6:398,IMM-1979-B36-384,RACK-6,ZONE-2,82,1
ZONE-2:RACK-7:394,IMM-1980-B66-384,RACK-7,ZONE-2,178,1
ZONE-4:RACK-5:448,SUP-1981-B47-434,RACK-5,ZONE-4,159,1
ZONE-4:RACK-5:449,SUP-1982-B36-434,RACK-5,ZONE-4,59,1
ZONE-1:RACK-4:307,ANT-1983-B96-295,RACK-4,ZONE-1,166,1
ZONE-4:RACK-5:202,DIG-1984-B27-185,RACK-5,ZONE-4,185,1
ZONE-4:RACK-5:296,VIT-1985-B50-285,RACK-5,ZONE-4,70,1
ZONE-4:RACK-6:442,SUP-1986-B81-434,RACK-6,ZONE-4,99,1
ZONE-4:RACK-6:807,DEW-1987-B87-795,RACK-6,ZONE-4,130,1
ZONE-4:RACK-6:199,DIG-1988-B33-185,RACK-6,ZONE-4,150,1
ZONE-3:RACK-3:868,TOP-1989-B11-854,RACK-3,ZONE-3,111,1
ZONE-4:RACK-6:443,SUP-1990-B81-434,RACK-6,ZONE-4,51,1
ZONE-4:RACK-6:301,VIT-1991-B35-285,RACK-6,ZONE-4,107,1
ZONE-1:RACK-4:797,ANT-1992-B33-789,RACK-4,ZONE-1,138,1
ZONE-2:RACK-7:395,IMM-1993-B95-384,RACK-7,ZONE-2,194,1
ZONE-4:RACK-7:441,SUP-1994-B48-434,RACK-7,ZONE-4,78,1
ZONE-4:RACK-7:442,SUP-1995-B83-434,RACK-7,ZONE-4,153,1
ZONE-1:RACK-4:308,ANT-1996-B47-295,RACK-4,ZONE-1,186,1
ZONE-1:RACK-4:309,ANT-1997-B58-295,RACK-4,ZONE-1,119,1
ZONE-4:RACK-7:803,DEW-1998-B14-795,RACK-7,ZONE-4,112,1
ZONE-1:RACK-4:798,ANT-1999-B24-789,RACK-4,ZONE-1,152,1
ZONE-4:RACK-7:443,SUP-2000-B32-434,RACK-7,ZONE-4,79,1
ZONE-3:RACK-4:864,TOP-2001-B37-854,RACK-4,ZONE-3,187,1
ZONE-4:RACK-7:202,DIG-2002-B23-185,RACK-7,ZONE-4,99,1
ZONE-1:RACK-5:799,ANT-2003-B83-789,RACK-5,ZONE-1,61,1
ZONE-3:RACK-4:865,TOP-2004-B31-854,RACK-4,ZONE-3,98,1
ZONE-4:RACK-8:451,SUP-2005-B85-434,RACK-8,ZONE-4,77,1
ZONE-2:RACK-7:396,IMM-2006-B71-384,RACK-7,ZONE-2,135,1
ZONE-4:RACK-8:452,SUP-2007-B53-434,RACK-8,ZONE-4,123,1
ZONE-4:RACK-8:453,SUP-2008-B32-434,RACK-8,ZONE-4,98,1
ZONE-4:RACK-8:195,DIG-2009-B77-185,RACK-8,ZONE-4,89,1
ZONE-4:RACK-8:808,DEW-2010-B94-795,RACK-8,ZONE-4,87,1
ZONE-3:RACK-4:866,TOP-2011-B10-854,RACK-4,ZONE-3,161,1
ZONE-4:RACK-9:814,DEW-2012-B49-795,RACK-9,ZONE-4,167,1
ZONE-4:RACK-9:815,DEW-2013-B92-795,RACK-9,ZONE-4,141,1
ZONE-4:RACK-9:445,SUP-2014-B39-434,RACK-9,ZONE-4,172,1
ZONE-2:RACK-7:397,IMM-2015-B67-384,RACK-7,ZONE-2,98,1
ZONE-1:RACK-5:800,ANT-2016-B70-789,RACK-5,ZONE-1,172,1
ZONE-4:RACK-9:816,DEW-2017-B94-795,RACK-9,ZONE-4,161,1
ZONE-1:RACK-5:305,ANT-2018-B58-295,RACK-5,ZONE-1,121,1
ZONE-3:RACK-4:867,TOP-2019-B32-854,RACK-4,ZONE-3,106,1
ZONE-4:RACK-9:194,DIG-2020-B94-185,RACK-9,ZONE-4,105,1
ZONE-1:RACK-5:801,ANT-2021-B38-789,RACK-5,ZONE-1,136,1
ZONE-4:RACK-10:304,VIT-2022-B79-285,RACK-10,ZONE-4,121,1
ZONE-4:RACK-10:305,VIT-2023-B48-285,RACK-10,ZONE-4,54,1
ZONE-2:RACK-7:398,IMM-2024-B13-384,RACK-7,ZONE-2,135,1
ZONE-3:RACK-4:868,TOP-2025-B40-854,RACK-4,ZONE-3,60,1
ZONE-4:RACK-10:197,DIG-2026-B77-185,RACK-10,ZONE-4,170,1
ZONE-4:RACK-10:198,DIG-2027-B93-185,RACK-10,ZONE-4,132,1
ZONE-3:RACK-5:864,TOP-2028-B13-854,RACK-5,ZONE-3,156,1
ZONE-1:RACK-5:306,ANT-2029-B69-295,RACK-5,ZONE-1,179,1
ZONE-3:RACK-5:865,TOP-2030-B32-854,RACK-5,ZONE-3,71,1
ZONE-3:RACK-5:866,TOP-2031-B26-854,RACK-5,ZONE-3,72,1
ZONE-2:RACK-8:394,IMM-2032-B13-384,RACK-8,ZONE-2,139,1
ZONE-2:RACK-8:395,IMM-2033-B38-384,RACK-8,ZONE-2,83,1
ZONE-4:RACK-10:444,SUP-2034-B79-434,RACK-10,ZONE-4,106,1
ZONE-3:RACK-5:867,TOP-2035-B30-854,RACK-5,ZONE-3,130,1
ZONE-1:RACK-6:304,ANT-2036-B57-295,RACK-6,ZONE-1,139,1
ZONE-2:RACK-8:396,IMM-2037-B81-384,RACK-8,ZONE-2,176,1
ZONE-1:RACK-6:305,ANT-2038-B90-295,RACK-6,ZONE-1,191,1
ZONE-4:RACK-1:201,DIG-2039-B93-185,RACK-1,ZONE-4,191,1
ZONE-4:RACK-1:446,SUP-2040-B53-434,RACK-1,ZONE-4,130,1
ZONE-1:RACK-6:800,ANT-2041-B80-789,RACK-6,ZONE-1,193,1
ZONE-4:RACK-1:300,VIT-2042-B15-285,RACK-1,ZONE-4,130,1
ZONE-1:RACK-6:306,ANT-2043-B66-295,RACK-6,ZONE-1,199,1
ZONE-4:RACK-1:807,DEW-2044-B12-795,RACK-1,ZONE-4,197,1
ZONE-4:RACK-1:202,DIG-2045-B84-185,RACK-1,ZONE-4,153,1
ZONE-3:RACK-5:868,TOP-2046-B74-854,RACK-5,ZONE-3,198,1
ZONE-4:RACK-2:293,VIT-2047-B83-285,RACK-2,ZONE-4,152,1
ZONE-4:RACK-2:810,DEW-2048-B31-795,RACK-2,ZONE-4,173,1
ZONE-1:RACK-6:801,ANT-2049-B75-789,RACK-6,ZONE-1,52,1
ZONE-1:RACK-7:800,ANT-2050-B11-789,RACK-7,ZONE-1,185,1
ZONE-4:RACK-2:811,DEW-2051-B62-795,RACK-2,ZONE-4,143,1
ZONE-3:RACK-6:864,TOP-2052-B71-854,RACK-6,ZONE-3,155,1
ZONE-4:RACK-2:203,DIG-2053-B17-185,RACK-2,ZONE-4,141,1
ZONE-3:RACK-6:865,TOP-2054-B63-854,RACK-6,ZONE-3,114,1
ZONE-3:RACK-6:866,TOP-2055-B53-854,RACK-6,ZONE-3,93,1
ZONE-4:RACK-2:812,DEW-2056-B54-795,RACK-2,ZONE-4,140,1
ZONE-2:RACK-8:397,IMM-2057-B75-384,RACK-8,ZONE-2,97,1
ZONE-4:RACK-3:450,SUP-2058-B86-434,RACK-3,ZONE-4,98,1
ZONE-3:RACK-6:867,TOP-2059-B79-854,RACK-6,ZONE-3,98,1
ZONE-4:RACK-3:812,DEW-2060-B16-795,RACK-3,ZONE-4,150,1
ZONE-4:RACK-3:295,VIT-2061-B64-285,RACK-3,ZONE-4,88,1
ZONE-1:RACK-7:801,ANT-2062-B98-789,RACK-7,ZONE-1,158,1
ZONE-4:RACK-3:296,VIT-2063-B52-285,RACK-3,ZONE-4,57,1
ZONE-4:RACK-3:813,DEW-2064-B69-795,RACK-3,ZONE-4,70,1
ZONE-4:RACK-4:446,SUP-2065-B65-434,RACK-4,ZONE-4,191,1
ZONE-3:RACK-6:868,TOP-2066-B11-854,RACK-6,ZONE-3,137,1
ZONE-4:RACK-4:447,SUP-2067-B67-434,RACK-4,ZONE-4,86,1
ZONE-1:RACK-7:802,ANT-2068-B58-789,RACK-7,ZONE-1,197,1
ZONE-3:RACK-7:864,TOP-2069-B21-854,RACK-7,ZONE-3,193,1
ZONE-1:RACK-7:304,ANT-2070-B44-295,RACK-7,ZONE-1,192,1
ZONE-1:RACK-7:305,ANT-2071-B66-295,RACK-7,ZONE-1,122,1
ZONE-1:RACK-8:306,ANT-2072-B32-295,RACK-8,ZONE-1,162,1
ZONE-3:RACK-7:865,TOP-2073-B95-854,RACK-7,ZONE-3,68,1
ZONE-1:RACK-8:307,ANT-2074-B27-295,RACK-8,ZONE-1,146,1
ZONE-4:RACK-4:448,SUP-2075-B81-434,RACK-4,ZONE-4,128,1
ZONE-4:RACK-4:195,DIG-2076-B73-185,RACK-4,ZONE-4,70,1
ZONE-4:RACK-4:814,DEW-2077-B58-795,RACK-4,ZONE-4,101,1
ZONE-1:RACK-8:308,ANT-2078-B36-295,RACK-8,ZONE-1,143,1
ZONE-3:RACK-7:866,TOP-2079-B83-854,RACK-7,ZONE-3,183,1
ZONE-4:RACK-5:804,DEW-2080-B17-795,RACK-5,ZONE-4,67,1
ZONE-4:RACK-5:297,VIT-2081-B75-285,RACK-5,ZONE-4,109,1
ZONE-1:RACK-8:798,ANT-2082-B28-789,RACK-8,ZONE-1,69,1
ZONE-3:RACK-7:867,TOP-2083-B23-854,RACK-7,ZONE-3,90,1
ZONE-1:RACK-8:309,ANT-2084-B79-295,RACK-8,ZONE-1,109,1
ZONE-2:RACK-8:398,IMM-2085-B92-384,RACK-8,ZONE-2,109,1
ZONE-1:RACK-9:305,ANT-2086-B60-295,RACK-9,ZONE-1,78,1
ZONE-4:RACK-5:298,VIT-2087-B45-285,RACK-5,ZONE-4,75,1
ZONE-2:RACK-9:394,IMM-2088-B12-384,RACK-9,ZONE-2,134,1
ZONE-2:RACK-9:395,IMM-2089-B17-384,RACK-9,ZONE-2,111,1
ZONE-2:RACK-9:396,IMM-2090-B32-384,RACK-9,ZONE-2,75,1
ZONE-1:RACK-9:306,ANT-2091-B77-295,RACK-9,ZONE-1,195,1
ZONE-4:RACK-5:299,VIT-2092-B66-285,RACK-5,ZONE-4,142,1
ZONE-2:RACK-9:397,IMM-2093-B81-384,RACK-9,ZONE-2,75,1
ZONE-3:RACK-7:868,TOP-2094-B50-854,RACK-7,ZONE-3,66,1
ZONE-1:RACK-9:307,ANT-2095-B58-295,RACK-9,ZONE-1,198,1
ZONE-4:RACK-5:450,SUP-2096-B39-434,RACK-5,ZONE-4,85,1
ZONE-1:RACK-9:799,ANT-2097-B79-789,RACK-9,ZONE-1,103,1
ZONE-4:RACK-6:444,SUP-2098-B94-434,RACK-6,ZONE-4,183,1
ZONE-4:RACK-6:302,VIT-2099-B74-285,RACK-6,ZONE-4,152,1
ZONE-1:RACK-9:308,ANT-2100-B66-295,RACK-9,ZONE-1,55,1
ZONE-1:RACK-10:307,ANT-2101-B45-295,RACK-10,ZONE-1,191,1
ZONE-3:RACK-8:864,TOP-2102-B83-854,RACK-8,ZONE-3,64,1
ZONE-4:RACK-6:445,SUP-2103-B51-434,RACK-6,ZONE-4,138,1
ZONE-1:RACK-10:797,ANT-2104-B56-789,RACK-10,ZONE-1,124,1
ZONE-1:RACK-10:798,ANT-2105-B47-789,RACK-10,ZONE-1,189,1
ZONE-2:RACK-9:398,IMM-2106-B15-384,RACK-9,ZONE-2,145,1
ZONE-4:RACK-6:446,SUP-2107-B65-434,RACK-6,ZONE-4,152,1
ZONE-4:RACK-6:808,DEW-2108-B21-795,RACK-6,ZONE-4,137,1
ZONE-4:RACK-7:444,SUP-2109-B23-434,RACK-7,ZONE-4,199,1
ZONE-1:RACK-10:308,ANT-2110-B33-295,RACK-10,ZONE-1,136,1
ZONE-1:RACK-10:309,ANT-2111-B34-295,RACK-10,ZONE-1,103,1
ZONE-4:RACK-7:203,DIG-2112-B38-185,RACK-7,ZONE-4,150,1
ZONE-3:RACK-8:865,TOP-2113-B19-854,RACK-8,ZONE-3,92,1
ZONE-4:RACK-7:204,DIG-2114-B35-185,RACK-7,ZONE-4,84,1
ZONE-4:RACK-7:804,DEW-2115-B84-795,RACK-7,ZONE-4,108,1
ZONE-3:RACK-8:866,TOP-2116-B19-854,RACK-8,ZONE-3,62,1
ZONE-4:RACK-7:205,DIG-2117-B46-185,RACK-7,ZONE-4,71,1
ZONE-4:RACK-8:295,VIT-2118-B58-285,RACK-8,ZONE-4,73,1
ZONE-4:RACK-8:454,SUP-2119-B33-434,RACK-8,ZONE-4,76,1
ZONE-4:RACK-8:196,DIG-2120-B60-185,RACK-8,ZONE-4,94,1
ZONE-1:RACK-1:800,ANT-2121-B92-789,RACK-1,ZONE-1,140,1
ZONE-4:RACK-8:455,SUP-2122-B57-434,RACK-8,ZONE-4,98,1
ZONE-1:RACK-1:309,ANT-2123-B22-295,RACK-1,ZONE-1,118,1
ZONE-1:RACK-1:801,ANT-2124-B81-789,RACK-1,ZONE-1,78,1
ZONE-4:RACK-8:456,SUP-2125-B69-434,RACK-8,ZONE-4,173,1
ZONE-1:RACK-1:802,ANT-2126-B41-789,RACK-1,ZONE-1,173,1
ZONE-4:RACK-9:195,DIG-2127-B73-185,RACK-9,ZONE-4,147,1
ZONE-2:RACK-10:394,IMM-2128-B13-384,RACK-10,ZONE-2,119,1
ZONE-4:RACK-9:446,SUP-2129-B38-434,RACK-9,ZONE-4,192,1
ZONE-1:RACK-1:310,ANT-2130-B94-295,RACK-1,ZONE-1,169,1
ZONE-4:RACK-9:196,DIG-2131-B40-185,RACK-9,ZONE-4,168,1
ZONE-1:RACK-2:799,ANT-2132-B25-789,RACK-2,ZONE-1,103,1
ZONE-1:RACK-2:310,ANT-2133-B71-295,RACK-2,ZONE-1,169,1
ZONE-3:RACK-8:867,TOP-2134-B86-854,RACK-8,ZONE-3,164,1
ZONE-4:RACK-9:296,VIT-2135-B59-285,RACK-9,ZONE-4,168,1
ZONE-3:RACK-8:868,TOP-2136-B41-854,RACK-8,ZONE-3,163,1
ZONE-1:RACK-2:311,ANT-2137-B15-295,RACK-2,ZONE-1,172,1
ZONE-3:RACK-9:864,TOP-2138-B82-854,RACK-9,ZONE-3,164,1
ZONE-1:RACK-2:800,ANT-2139-B65-789,RACK-2,ZONE-1,143,1
ZONE-4:RACK-9:817,DEW-2140-B36-795,RACK-9,ZONE-4,53,1
ZONE-4:RACK-10:445,SUP-2141-B19-434,RACK-10,ZONE-4,114,1
ZONE-2:RACK-10:395,IMM-2142-B93-384,RACK-10,ZONE-2,162,1
ZONE-2:RACK-10:396,IMM-2143-B82-384,RACK-10,ZONE-2,56,1
ZONE-3:RACK-9:865,TOP-2144-B32-854,RACK-9,ZONE-3,79,1
ZONE-3:RACK-9:866,TOP-2145-B66-854,RACK-9,ZONE-3,138,1
ZONE-1:RACK-2:801,ANT-2146-B13-789,RACK-2,ZONE-1,140,1
ZONE-3:RACK-9:867,TOP-2147-B83-854,RACK-9,ZONE-3,163,1
ZONE-1:RACK-3:313,ANT-2148-B75-295,RACK-3,ZONE-1,92,1
ZONE-4:RACK-10:199,DIG-2149-B64-185,RACK-10,ZONE-4,86,1
ZONE-4:RACK-10:306,VIT-2150-B71-285,RACK-10,ZONE-4,59,1
ZONE-3:RACK-9:868,TOP-2151-B33-854,RACK-9,ZONE-3,128,1
ZONE-1:RACK-3:796,ANT-2152-B98-789,RACK-3,ZONE-1,95,1
ZONE-3:RACK-10:864,TOP-2153-B98-854,RACK-10,ZONE-3,135,1
ZONE-4:RACK-10:804,DEW-2154-B92-795,RACK-10,ZONE-4,194,1
ZONE-4:RACK-10:307,VIT-2155-B60-285,RACK-10,ZONE-4,134,1
ZONE-3:RACK-10:865,TOP-2156-B12-854,RACK-10,ZONE-3,156,1
ZONE-4:RACK-1:203,DIG-2157-B66-185,RACK-1,ZONE-4,160,1
ZONE-3:RACK-10:866,TOP-2158-B17-854,RACK-10,ZONE-3,71,1
ZONE-4:RACK-1:808,DEW-2159-B45-795,RACK-1,ZONE-4,158,1
ZONE-1:RACK-3:314,ANT-2160-B39-295,RACK-3,ZONE-1,160,1
ZONE-4:RACK-1:204,DIG-2161-B98-185,RACK-1,ZONE-4,164,1
ZONE-1:RACK-3:315,ANT-2162-B72-295,RACK-3,ZONE-1,152,1
ZONE-2:RACK-10:397,IMM-2163-B35-384,RACK-10,ZONE-2,104,1
ZONE-4:RACK-1:205,DIG-2164-B50-185,RACK-1,ZONE-4,200,1
ZONE-4:RACK-1:447,SUP-2165-B82-434,RACK-1,ZONE-4,101,1
ZONE-4:RACK-2:813,DEW-2166-B39-795,RACK-2,ZONE-4,154,1
ZONE-3:RACK-10:867,TOP-2167-B78-854,RACK-10,ZONE-3,117,1
ZONE-1:RACK-3:797,ANT-2168-B47-789,RACK-3,ZONE-1,104,1
ZONE-1:RACK-4:799,ANT-2169-B83-789,RACK-4,ZONE-1,109,1
ZONE-1:RACK-4:800,ANT-2170-B26-789,RACK-4,ZONE-1,197,1
ZONE-4:RACK-2:204,DIG-2171-B40-185,RACK-2,ZONE-4,140,1
ZONE-4:RACK-2:205,DIG-2172-B33-185,RACK-2,ZONE-4,196,1
ZONE-3:RACK-10:868,TOP-2173-B48-854,RACK-10,ZONE-3,93,1
ZONE-4:RACK-2:206,DIG-2174-B82-185,RACK-2,ZONE-4,81,1
ZONE-1:RACK-4:310,ANT-2175-B89-295,RACK-4,ZONE-1,193,1
ZONE-4:RACK-2:294,VIT-2176-B32-285,RACK-2,ZONE-4,168,1
ZONE-4:RACK-3:297,VIT-2177-B30-285,RACK-3,ZONE-4,106,1
ZONE-3:RACK-1:869,TOP-2178-B60-854,RACK-1,ZONE-3,113,1
ZONE-1:RACK-4:801,ANT-2179-B38-789,RACK-4,ZONE-1,103,1
ZONE-2:RACK-10:398,IMM-2180-B96-384,RACK-10,ZONE-2,156,1
ZONE-1:RACK-4:802,ANT-2181-B75-789,RACK-4,ZONE-1,113,1
ZONE-1:RACK-5:307,ANT-2182-B61-295,RACK-5,ZONE-1,100,1
ZONE-1:RACK-5:802,ANT-2183-B15-789,RACK-5,ZONE-1,198,1
ZONE-4:RACK-3:451,SUP-2184-B67-434,RACK-3,ZONE-4,141,1
ZONE-1:RACK-5:803,ANT-2185-B59-789,RACK-5,ZONE-1,61,1
ZONE-4:RACK-3:452,SUP-2186-B67-434,RACK-3,ZONE-4,56,1
ZONE-2:RACK-1:399,IMM-2187-B35-384,RACK-1,ZONE-2,128,1
ZONE-1:RACK-5:308,ANT-2188-B89-295,RACK-5,ZONE-1,112,1
ZONE-4:RACK-3:453,SUP-2189-B73-434,RACK-3,ZONE-4,151,1
ZONE-4:RACK-3:298,VIT-2190-B50-285,RACK-3,ZONE-4,196,1
ZONE-4:RACK-4:299,VIT-2191-B91-285,RACK-4,ZONE-4,95,1
ZONE-3:RACK-1:870,TOP-2192-B62-854,RACK-1,ZONE-3,140,1
ZONE-1:RACK-5:309,ANT-2193-B57-295,RACK-5,ZONE-1,61,1
ZONE-4:RACK-4:449,SUP-2194-B75-434,RACK-4,ZONE-4,60,1
ZONE-4:RACK-4:196,DIG-2195-B57-185,RACK-4,ZONE-4,112,1
ZONE-2:RACK-1:400,IMM-2196-B42-384,RACK-1,ZONE-2,179,1
ZONE-4:RACK-4:300,VIT-2197-B43-285,RACK-4,ZONE-4,186,1
ZONE-4:RACK-4:301,VIT-2198-B55-285,RACK-4,ZONE-4,57,1
ZONE-1:RACK-6:307,ANT-2199-B73-295,RACK-6,ZONE-1,104,1
ZONE-1:RACK-6:308,ANT-2200-B37-295,RACK-6,ZONE-1,152,1
ZONE-4:RACK-5:300,VIT-2201-B81-285,RACK-5,ZONE-4,195,1
ZONE-3:RACK-1:871,TOP-2202-B36-854,RACK-1,ZONE-3,92,1
ZONE-1:RACK-6:802,ANT-2203-B96-789,RACK-6,ZONE-1,59,1
ZONE-4:RACK-5:805,DEW-2204-B84-795,RACK-5,ZONE-4,194,1
ZONE-4:RACK-5:806,DEW-2205-B81-795,RACK-5,ZONE-4,192,1
ZONE-4:RACK-5:807,DEW-2206-B46-795,RACK-5,ZONE-4,119,1
ZONE-4:RACK-5:808,DEW-2207-B67-795,RACK-5,ZONE-4,87,1
ZONE-1:RACK-6:309,ANT-2208-B44-295,RACK-6,ZONE-1,194,1
ZONE-2:RACK-1:401,IMM-2209-B25-384,RACK-1,ZONE-2,141,1
ZONE-1:RACK-6:310,ANT-2210-B44-295,RACK-6,ZONE-1,71,1
ZONE-4:RACK-6:809,DEW-2211-B41-795,RACK-6,ZONE-4,144,1
ZONE-2:RACK-1:402,IMM-2212-B24-384,RACK-1,ZONE-2,145,1
ZONE-4:RACK-6:303,VIT-2213-B89-285,RACK-6,ZONE-4,100,1
ZONE-4:RACK-6:810,DEW-2214-B87-795,RACK-6,ZONE-4,130,1
ZONE-4:RACK-6:200,DIG-2215-B17-185,RACK-6,ZONE-4,189,1
ZONE-1:RACK-7:803,ANT-2216-B35-789,RACK-7,ZONE-1,131,1
ZONE-1:RACK-7:306,ANT-2217-B45-295,RACK-7,ZONE-1,139,1
ZONE-4:RACK-6:811,DEW-2218-B74-795,RACK-6,ZONE-4,125,1
ZONE-3:RACK-1:872,TOP-2219-B83-854,RACK-1,ZONE-3,118,1
ZONE-4:RACK-7:445,SUP-2220-B66-434,RACK-7,ZONE-4,178,1
ZONE-2:RACK-1:403,IMM-2221-B28-384,RACK-1,ZONE-2,66,1
ZONE-4:RACK-7:303,VIT-2222-B68-285,RACK-7,ZONE-4,114,1
ZONE-4:RACK-7:446,SUP-2223-B58-434,RACK-7,ZONE-4,99,1
ZONE-1:RACK-7:307,ANT-2224-B15-295,RACK-7,ZONE-1,72,1
ZONE-2:RACK-2:399,IMM-2225-B48-384,RACK-2,ZONE-2,90,1
ZONE-4:RACK-7:447,SUP-2226-B39-434,RACK-7,ZONE-4,191,1
ZONE-4:RACK-7:206,DIG-2227-B97-185,RACK-7,ZONE-4,90,1
ZONE-3:RACK-1:873,TOP-2228-B39-854,RACK-1,ZONE-3,188,1
ZONE-4:RACK-8:296,VIT-2229-B85-285,RACK-8,ZONE-4,65,1
ZONE-4:RACK-8:197,DIG-2230-B49-185,RACK-8,ZONE-4,187,1
ZONE-2:RACK-2:400,IMM-2231-B16-384,RACK-2,ZONE-2,156,1
ZONE-1:RACK-7:308,ANT-2232-B49-295,RACK-7,ZONE-1,174,1
ZONE-1:RACK-7:309,ANT-2233-B17-295,RACK-7,ZONE-1,198,1
ZONE-3:RACK-2:869,TOP-2234-B45-854,RACK-2,ZONE-3,185,1
ZONE-4:RACK-8:198,DIG-2235-B29-185,RACK-8,ZONE-4,152,1
ZONE-4:RACK-8:199,DIG-2236-B33-185,RACK-8,ZONE-4,73,1
ZONE-4:RACK-8:809,DEW-2237-B18-795,RACK-8,ZONE-4,199,1
ZONE-2:RACK-2:401,IMM-2238-B74-384,RACK-2,ZONE-2,171,1
ZONE-2:RACK-2:402,IMM-2239-B84-384,RACK-2,ZONE-2,76,1
ZONE-1:RACK-8:310,ANT-2240-B89-295,RACK-8,ZONE-1,127,1
ZONE-4:RACK-9:447,SUP-2241-B20-434,RACK-9,ZONE-4,70,1
ZONE-2:RACK-2:403,IMM-2242-B93-384,RACK-2,ZONE-2,154,1
