Event_ID,Transport_ID,Vehicle_Type,Route_Type,Status,Estimated_Transit_Days,Event_Type,Event_Date
TRN-01525,ZONE-4::RACK-7::185::GJ04X2060::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01526,ZONE-4::RACK-7::434::GJ30X2401::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01527,ZONE-4::RACK-7::795::GJ11X5102::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01528,ZONE-4::RACK-7::185::GJ14X3727::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01529,ZONE-4::RACK-8::795::GJ04X5804::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01530,ZONE-2::RACK-3::384::GJ28X7704::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01531,ZONE-4::RACK-8::185::GJ14X3279::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01532,ZONE-4::RACK-8::434::GJ06X8468::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01533,ZONE-1::RACK-9::789::GJ23X1668::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01534,ZONE-4::RACK-8::434::GJ30X9209::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01535,ZONE-4::RACK-8::795::GJ15X3297::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01536,ZONE-2::RACK-3::384::GJ17X1851::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01537,ZONE-2::RACK-3::384::GJ18X7432::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01538,ZONE-3::RACK-1::854::GJ15X2791::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-01539,ZONE-3::RACK-1::854::GJ22X4867::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01540,ZONE-4::RACK-9::434::GJ23X1598::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01541,ZONE-4::RACK-9::434::GJ30X6638::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01542,ZONE-3::RACK-2::854::GJ25X3449::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01543,ZONE-4::RACK-10::285::GJ27X4504::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01544,ZONE-4::RACK-10::434::GJ07X6453::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01545,ZONE-3::RACK-2::854::GJ06X5907::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01546,ZONE-3::RACK-2::854::GJ27X9811::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01547,ZONE-2::RACK-4::384::GJ29X9603::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01548,ZONE-3::RACK-2::854::GJ17X4217::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01549,ZONE-2::RACK-4::384::GJ01X5402::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01550,ZONE-4::RACK-1::185::GJ09X4010::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01551,ZONE-4::RACK-1::795::GJ04X2061::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01552,ZONE-1::RACK-9::789::GJ15X4723::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01553,ZONE-2::RACK-4::384::GJ03X4858::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01554,ZONE-4::RACK-1::434::GJ02X6383::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01555,ZONE-4::RACK-1::285::GJ03X7424::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01556,ZONE-4::RACK-2::285::GJ18X3994::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01557,ZONE-4::RACK-2::185::GJ23X8514::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01558,ZONE-4::RACK-2::285::GJ27X8741::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01559,ZONE-3::RACK-3::854::GJ28X9659::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01560,ZONE-2::RACK-4::384::GJ06X1549::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01561,ZONE-4::RACK-2::434::GJ23X4559::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01562,ZONE-2::RACK-4::384::GJ11X9080::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01563,ZONE-4::RACK-3::285::GJ14X1705::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01564,ZONE-4::RACK-3::795::GJ04X2021::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01565,ZONE-2::RACK-5::384::GJ05X5064::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01566,ZONE-4::RACK-3::795::GJ27X7409::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01567,ZONE-2::RACK-5::384::GJ23X8925::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01568,ZONE-1::RACK-10::295::GJ01X2039::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01569,ZONE-3::RACK-3::854::GJ23X5793::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01570,ZONE-1::RACK-10::789::GJ26X6532::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01571,ZONE-1::RACK-10::789::GJ28X5690::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01572,ZONE-3::RACK-3::854::GJ12X5063::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01573,ZONE-4::RACK-4::185::GJ23X5185::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01574,ZONE-1::RACK-10::789::GJ21X8382::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01575,ZONE-4::RACK-4::434::GJ27X2754::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01576,ZONE-1::RACK-10::295::GJ09X7005::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01577,ZONE-4::RACK-4::285::GJ23X7398::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01578,ZONE-4::RACK-5::185::GJ21X7971::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-01579,ZONE-4::RACK-5::285::GJ30X6044::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01580,ZONE-3::RACK-3::854::GJ09X1112::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-01581,ZONE-4::RACK-5::434::GJ03X5014::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01582,ZONE-1::RACK-1::789::GJ21X9440::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01583,ZONE-2::RACK-5::384::GJ04X6241::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01584,ZONE-1::RACK-1::789::GJ17X8039::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01585,ZONE-3::RACK-4::854::GJ14X1053::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01586,ZONE-3::RACK-4::854::GJ03X3136::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01587,ZONE-1::RACK-1::295::GJ14X7289::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01588,ZONE-2::RACK-5::384::GJ01X7726::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01589,ZONE-4::RACK-5::185::GJ07X3009::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-01590,ZONE-3::RACK-4::854::GJ01X4053::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01591,ZONE-4::RACK-5::795::GJ08X2709::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01592,ZONE-4::RACK-6::285::GJ20X8820::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01593,ZONE-2::RACK-6::384::GJ22X1394::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01594,ZONE-2::RACK-6::384::GJ24X9408::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01595,ZONE-4::RACK-6::434::GJ06X6051::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01596,ZONE-4::RACK-6::285::GJ08X4506::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01597,ZONE-4::RACK-6::185::GJ15X4430::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01598,ZONE-4::RACK-6::795::GJ24X3685::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01599,ZONE-4::RACK-7::795::GJ16X5496::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01600,ZONE-4::RACK-7::795::GJ07X8970::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01601,ZONE-4::RACK-7::434::GJ01X9269::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01602,ZONE-1::RACK-2::789::GJ17X7384::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01603,ZONE-4::RACK-7::795::GJ20X7043::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01604,ZONE-4::RACK-7::795::GJ21X5017::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01605,ZONE-4::RACK-8::185::GJ12X3425::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01606,ZONE-4::RACK-8::795::GJ10X3256::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01607,ZONE-4::RACK-9::285::GJ05X8172::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01608,ZONE-2::RACK-6::384::GJ27X4558::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-01609,ZONE-3::RACK-4::854::GJ26X4353::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01610,ZONE-1::RACK-2::295::GJ13X2230::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01611,ZONE-4::RACK-9::185::GJ13X8172::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01612,ZONE-4::RACK-9::434::GJ13X7840::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01613,ZONE-2::RACK-6::384::GJ09X3787::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01614,ZONE-3::RACK-4::854::GJ12X5328::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01615,ZONE-2::RACK-6::384::GJ07X3648::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01616,ZONE-1::RACK-2::295::GJ08X3513::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01617,ZONE-1::RACK-3::789::GJ14X9412::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01618,ZONE-1::RACK-3::295::GJ11X2202::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-01619,ZONE-4::RACK-9::434::GJ19X6467::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01620,ZONE-3::RACK-5::854::GJ30X6985::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01621,ZONE-4::RACK-10::185::GJ28X8907::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01622,ZONE-2::RACK-7::384::GJ05X6194::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01623,ZONE-2::RACK-7::384::GJ11X8049::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01624,ZONE-3::RACK-5::854::GJ05X5328::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-01625,ZONE-4::RACK-1::795::GJ14X8855::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01626,ZONE-4::RACK-1::795::GJ29X6133::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01627,ZONE-2::RACK-7::384::GJ13X9573::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01628,ZONE-1::RACK-3::789::GJ15X2258::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01629,ZONE-3::RACK-5::854::GJ14X5369::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01630,ZONE-4::RACK-1::185::GJ30X4177::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01631,ZONE-1::RACK-3::295::GJ26X3703::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01632,ZONE-2::RACK-7::384::GJ27X7102::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01633,ZONE-4::RACK-1::185::GJ15X4384::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01634,ZONE-4::RACK-1::185::GJ21X7008::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01635,ZONE-1::RACK-4::295::GJ05X6015::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01636,ZONE-4::RACK-2::185::GJ01X1573::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01637,ZONE-4::RACK-2::185::GJ16X7961::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01638,ZONE-3::RACK-5::854::GJ25X9719::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01639,ZONE-4::RACK-2::285::GJ05X6667::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-01640,ZONE-1::RACK-4::789::GJ30X4471::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01641,ZONE-4::RACK-2::185::GJ17X8304::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01642,ZONE-4::RACK-3::795::GJ16X7539::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01643,ZONE-4::RACK-3::285::GJ10X5561::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01644,ZONE-2::RACK-8::384::GJ26X7609::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01645,ZONE-3::RACK-5::854::GJ08X2500::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01646,ZONE-1::RACK-4::789::GJ28X9107::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01647,ZONE-1::RACK-4::295::GJ11X4850::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01648,ZONE-4::RACK-3::434::GJ27X9363::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01649,ZONE-4::RACK-3::795::GJ04X1613::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01650,ZONE-4::RACK-3::434::GJ16X5358::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01651,ZONE-4::RACK-4::285::GJ03X5022::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01652,ZONE-4::RACK-4::434::GJ25X8456::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01653,ZONE-3::RACK-6::854::GJ06X9142::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01654,ZONE-4::RACK-4::434::GJ22X5898::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01655,ZONE-2::RACK-8::384::GJ18X6865::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01656,ZONE-1::RACK-5::295::GJ03X4067::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01657,ZONE-4::RACK-4::185::GJ29X3199::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01658,ZONE-4::RACK-5::434::GJ12X1758::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01659,ZONE-2::RACK-8::384::GJ27X4732::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01660,ZONE-1::RACK-5::295::GJ27X1769::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01661,ZONE-1::RACK-5::295::GJ05X2776::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01662,ZONE-1::RACK-5::295::GJ21X4763::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01663,ZONE-1::RACK-5::295::GJ24X6892::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01664,ZONE-1::RACK-6::295::GJ10X5398::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-01665,ZONE-1::RACK-6::789::GJ19X5382::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01666,ZONE-1::RACK-6::789::GJ18X9809::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01667,ZONE-4::RACK-5::285::GJ06X1200::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01668,ZONE-2::RACK-8::384::GJ13X1303::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01669,ZONE-4::RACK-5::434::GJ10X2304::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01670,ZONE-4::RACK-5::795::GJ14X5845::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01671,ZONE-1::RACK-7::789::GJ17X3593::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01672,ZONE-4::RACK-6::185::GJ15X5149::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01673,ZONE-4::RACK-6::434::GJ08X8689::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01674,ZONE-4::RACK-6::434::GJ17X5492::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01675,ZONE-4::RACK-6::185::GJ09X8395::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01676,ZONE-2::RACK-8::384::GJ11X9180::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01677,ZONE-1::RACK-7::295::GJ16X6108::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01678,ZONE-4::RACK-6::434::GJ15X2279::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-01679,ZONE-1::RACK-7::295::GJ30X3926::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01680,ZONE-1::RACK-7::295::GJ27X6555::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01681,ZONE-4::RACK-7::185::GJ08X1229::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01682,ZONE-4::RACK-7::434::GJ28X7060::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-01683,ZONE-2::RACK-9::384::GJ25X5218::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01684,ZONE-4::RACK-7::434::GJ15X1880::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01685,ZONE-1::RACK-7::789::GJ04X2060::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01686,ZONE-4::RACK-7::795::GJ11X5333::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01687,ZONE-4::RACK-8::434::GJ30X2401::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01688,ZONE-1::RACK-8::295::GJ12X6087::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01689,ZONE-2::RACK-9::384::GJ11X5102::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01690,ZONE-2::RACK-9::384::GJ14X3727::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01691,ZONE-4::RACK-8::185::GJ04X5804::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01692,ZONE-2::RACK-9::384::GJ28X7704::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01693,ZONE-1::RACK-8::295::GJ14X3279::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01694,ZONE-4::RACK-8::285::GJ06X8468::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01695,ZONE-2::RACK-9::384::GJ23X1668::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01696,ZONE-3::RACK-6::854::GJ15X3297::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-01697,ZONE-3::RACK-6::854::GJ26X5488::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01698,ZONE-3::RACK-6::854::GJ17X1851::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01699,ZONE-4::RACK-8::795::GJ18X7432::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01700,ZONE-1::RACK-8::295::GJ15X2791::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01701,ZONE-1::RACK-8::295::GJ27X3027::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01702,ZONE-4::RACK-9::285::GJ10X3428::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-01703,ZONE-4::RACK-9::434::GJ06X2813::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01704,ZONE-4::RACK-9::285::GJ23X1598::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01705,ZONE-4::RACK-10::434::GJ23X2866::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-01706,ZONE-1::RACK-8::789::GJ25X3449::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-01707,ZONE-1::RACK-9::295::GJ27X4504::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01708,ZONE-1::RACK-9::789::GJ27X3348::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01709,ZONE-4::RACK-10::285::GJ06X5907::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01710,ZONE-2::RACK-10::384::GJ25X9157::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01711,ZONE-4::RACK-10::795::GJ27X9811::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01712,ZONE-4::RACK-1::185::GJ29X9603::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01713,ZONE-4::RACK-1::285::GJ17X4217::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01714,ZONE-2::RACK-10::384::GJ01X5402::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01715,ZONE-4::RACK-1::185::GJ15X4723::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-01716,ZONE-3::RACK-6::854::GJ03X4858::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01717,ZONE-3::RACK-7::854::GJ02X6383::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01718,ZONE-4::RACK-1::185::GJ03X7424::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01719,ZONE-4::RACK-2::795::GJ23X8514::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01720,ZONE-1::RACK-9::789::GJ27X8741::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01721,ZONE-4::RACK-2::795::GJ03X9079::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-01722,ZONE-4::RACK-2::434::GJ15X6806::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01723,ZONE-4::RACK-2::285::GJ28X9659::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-01724,ZONE-1::RACK-10::789::GJ06X1549::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01725,ZONE-4::RACK-3::434::GJ23X4559::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01726,ZONE-1::RACK-10::789::GJ12X2891::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-01727,ZONE-3::RACK-7::854::GJ14X1705::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-01728,ZONE-2::RACK-10::384::GJ07X1921::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-01729,ZONE-3::RACK-7::854::GJ04X2021::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01730,ZONE-2::RACK-10::384::GJ05X5064::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-01731,ZONE-4::RACK-3::795::GJ23X8925::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01732,ZONE-2::RACK-1::384::GJ01X2039::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-01733,ZONE-3::RACK-7::854::GJ23X5793::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-01734,ZONE-3::RACK-7::854::GJ26X6532::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-01735,ZONE-3::RACK-8::854::GJ28X5690::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-01736,ZONE-4::RACK-3::285::GJ01X1085::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
