Event_ID,Assignment_ID,Dispatch_Date,Vehicle_ID,Delivery_Status,Is_Damaged,Delay_Reason,Event_Type,Event_Date
DSP-00641,ZONE-1::RACK-8::789::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-04
DSP-00642,ZONE-3::RACK-3::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-05
DSP-00643,ZONE-3::RACK-3::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Delayed,0,Traffic,Delayed,2025-07-04
DSP-00644,ZONE-1::RACK-8::295::GJ18X8961,2025-07-04 00:00:00,GJ18X8961,Failed,1,,Failed,2025-07-04
DSP-00645,ZONE-3::RACK-3::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-05
DSP-00646,ZONE-3::RACK-4::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-05
DSP-00647,ZONE-3::RACK-4::854::GJ19X2606,2025-07-09 00:00:00,GJ19X2606,Delivered,0,,Delivered,2025-07-09
DSP-00648,ZONE-3::RACK-4::434::GJ09X6178,2025-07-04 00:00:00,GJ09X6178,Failed,0,,Failed,2025-07-04
DSP-00649,ZONE-1::RACK-9::295::GJ18X8961,2025-07-04 00:00:00,GJ18X8961,Delayed,0,Traffic,Delayed,2025-07-04
DSP-00650,ZONE-2::RACK-9::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Delayed,1,Depot Overflow,Delayed,2025-07-07
DSP-00651,ZONE-3::RACK-4::854::GJ19X2606,2025-07-03 00:00:00,GJ19X2606,Failed,0,,Failed,2025-07-03
DSP-00652,ZONE-1::RACK-9::789::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delayed,0,Depot Overflow,Delayed,2025-07-05
DSP-00653,ZONE-1::RACK-9::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-07
DSP-00654,ZONE-3::RACK-4::434::GJ09X6178,2025-07-04 00:00:00,GJ09X6178,Delayed,1,Operator Error,Delayed,2025-07-04
DSP-00655,ZONE-3::RACK-5::285::GJ24X1586,2025-07-03 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-03
DSP-00656,ZONE-2::RACK-9::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,Delayed,0,Traffic,Delayed,2025-07-05
DSP-00657,ZONE-3::RACK-5::434::GJ09X6178,2025-07-07 00:00:00,GJ09X6178,Failed,1,,Failed,2025-07-07
DSP-00658,ZONE-3::RACK-5::795::GJ22X4240,2025-07-04 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-04
DSP-00659,ZONE-3::RACK-5::285::GJ24X1586,2025-07-03 00:00:00,GJ24X1586,Delayed,1,Operator Error,Delayed,2025-07-03
DSP-00660,ZONE-3::RACK-5::434::GJ09X6178,2025-07-10 00:00:00,GJ09X6178,Failed,1,,Failed,2025-07-10
DSP-00661,ZONE-3::RACK-6::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-05
DSP-00662,ZONE-2::RACK-9::384::GJ08X1309,2025-07-04 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-04
DSP-00663,ZONE-1::RACK-9::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,Failed,1,,Failed,2025-07-07
DSP-00664,ZONE-1::RACK-9::789::GJ30X1043,2025-07-03 00:00:00,GJ30X1043,Delayed,0,Operator Error,Delayed,2025-07-03
DSP-00665,ZONE-1::RACK-10::789::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-04
DSP-00666,ZONE-3::RACK-6::434::GJ09X6178,2025-07-08 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-08
DSP-00667,ZONE-3::RACK-6::434::GJ09X6178,2025-07-07 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-07
DSP-00668,ZONE-3::RACK-6::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Failed,0,,Failed,2025-07-06
DSP-00669,ZONE-3::RACK-6::185::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delayed,0,Logistics,Delayed,2025-07-07
DSP-00670,ZONE-1::RACK-10::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,Failed,0,,Failed,2025-07-07
DSP-00671,ZONE-3::RACK-7::854::GJ19X2606,2025-07-07 00:00:00,GJ19X2606,Failed,0,,Failed,2025-07-07
DSP-00672,ZONE-3::RACK-7::795::GJ22X4240,2025-07-08 00:00:00,GJ22X4240,In Transit,0,,In Transit,2025-07-08
DSP-00673,ZONE-3::RACK-7::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,Failed,1,,Failed,2025-07-05
DSP-00674,ZONE-3::RACK-7::434::GJ09X6178,2025-07-04 00:00:00,GJ09X6178,Delayed,0,Logistics,Delayed,2025-07-04
DSP-00675,ZONE-3::RACK-7::795::GJ22X4240,2025-07-06 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-06
DSP-00676,ZONE-3::RACK-8::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,Delayed,0,Depot Overflow,Delayed,2025-07-05
DSP-00677,ZONE-3::RACK-8::185::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-07
DSP-00678,ZONE-1::RACK-10::295::GJ18X8961,2025-07-04 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-04
DSP-00679,ZONE-3::RACK-8::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,Delayed,1,Operator Error,Delayed,2025-07-07
DSP-00680,ZONE-1::RACK-10::789::GJ30X1043,2025-07-09 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-09
DSP-00681,ZONE-3::RACK-8::185::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Delayed,1,Depot Overflow,Delayed,2025-07-06
DSP-00682,ZONE-2::RACK-9::384::GJ08X1309,2025-07-04 00:00:00,GJ08X1309,In Transit,0,,In Transit,2025-07-04
DSP-00683,ZONE-2::RACK-10::384::GJ08X1309,2025-07-03 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-03
DSP-00684,ZONE-1::RACK-10::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-05
DSP-00685,ZONE-2::RACK-10::384::GJ08X1309,2025-07-03 00:00:00,GJ08X1309,Failed,0,,Failed,2025-07-03
DSP-00686,ZONE-2::RACK-10::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Delayed,0,Weather,Delayed,2025-07-07
DSP-00687,ZONE-3::RACK-8::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Failed,1,,Failed,2025-07-04
DSP-00688,ZONE-3::RACK-9::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delivered,0,,Delivered,2025-07-05
DSP-00689,ZONE-1::RACK-1::295::GJ18X8961,2025-07-08 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-08
DSP-00690,ZONE-3::RACK-9::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delayed,0,Traffic,Delayed,2025-07-05
DSP-00691,ZONE-3::RACK-9::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,Failed,1,,Failed,2025-07-04
DSP-00692,ZONE-3::RACK-9::795::GJ22X4240,2025-07-03 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-03
DSP-00693,ZONE-3::RACK-9::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,Delayed,1,Logistics,Delayed,2025-07-05
DSP-00694,ZONE-3::RACK-10::434::GJ09X6178,2025-07-07 00:00:00,GJ09X6178,Failed,0,,Failed,2025-07-07
DSP-00695,ZONE-3::RACK-10::795::GJ22X4240,2025-07-06 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-06
DSP-00696,ZONE-3::RACK-10::795::GJ22X4240,2025-07-08 00:00:00,GJ22X4240,Delayed,1,Logistics,Delayed,2025-07-08
DSP-00697,ZONE-3::RACK-10::185::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-07
DSP-00698,ZONE-1::RACK-1::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-06
DSP-00699,ZONE-3::RACK-10::434::GJ09X6178,2025-07-03 00:00:00,GJ09X6178,Delayed,1,Operator Error,Delayed,2025-07-03
DSP-00700,ZONE-2::RACK-10::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,In Transit,0,,In Transit,2025-07-07
DSP-00701,ZONE-3::RACK-1::854::GJ19X2606,2025-07-04 00:00:00,GJ19X2606,Delivered,0,,Delivered,2025-07-04
DSP-00702,ZONE-1::RACK-1::789::GJ30X1043,2025-07-10 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-10
DSP-00703,ZONE-2::RACK-10::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,Delayed,0,Depot Overflow,Delayed,2025-07-06
DSP-00704,ZONE-3::RACK-1::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-04
DSP-00705,ZONE-1::RACK-1::789::GJ30X1043,2025-07-03 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-03
DSP-00706,ZONE-1::RACK-1::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-05
DSP-00707,ZONE-1::RACK-2::295::GJ18X8961,2025-07-07 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-07
DSP-00708,ZONE-3::RACK-1::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,In Transit,0,,In Transit,2025-07-06
DSP-00709,ZONE-3::RACK-1::285::GJ24X1586,2025-07-06 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-06
DSP-00710,ZONE-2::RACK-1::384::GJ08X1309,2025-07-04 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-04
DSP-00711,ZONE-3::RACK-1::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-04
DSP-00712,ZONE-3::RACK-2::285::GJ24X1586,2025-07-08 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-08
DSP-00713,ZONE-3::RACK-2::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,Failed,0,,Failed,2025-07-05
DSP-00714,ZONE-3::RACK-2::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-05
DSP-00715,ZONE-1::RACK-2::789::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-04
DSP-00716,ZONE-1::RACK-2::789::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-04
DSP-00717,ZONE-3::RACK-2::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-05
DSP-00718,ZONE-3::RACK-2::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Failed,1,,Failed,2025-07-05
DSP-00719,ZONE-3::RACK-3::285::GJ24X1586,2025-07-06 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-06
DSP-00720,ZONE-1::RACK-2::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Delayed,1,Weather,Delayed,2025-07-06
DSP-00721,ZONE-3::RACK-3::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Delayed,0,Traffic,Delayed,2025-07-06
DSP-00722,ZONE-3::RACK-3::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,Delayed,0,Weather,Delayed,2025-07-07
DSP-00723,ZONE-3::RACK-3::434::GJ09X6178,2025-07-03 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-03
DSP-00724,ZONE-2::RACK-1::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,In Transit,0,,In Transit,2025-07-06
DSP-00725,ZONE-3::RACK-3::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,In Transit,0,,In Transit,2025-07-07
DSP-00726,ZONE-3::RACK-4::854::GJ19X2606,2025-07-07 00:00:00,GJ19X2606,Delayed,0,Operator Error,Delayed,2025-07-07
DSP-00727,ZONE-3::RACK-4::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,In Transit,0,,In Transit,2025-07-05
DSP-00728,ZONE-1::RACK-2::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,Delayed,0,Weather,Delayed,2025-07-05
DSP-00729,ZONE-3::RACK-4::434::GJ09X6178,2025-07-06 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-06
DSP-00730,ZONE-3::RACK-4::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-04
DSP-00731,ZONE-3::RACK-4::795::GJ22X4240,2025-07-09 00:00:00,GJ22X4240,Delayed,0,Traffic,Delayed,2025-07-09
DSP-00732,ZONE-2::RACK-1::384::GJ08X1309,2025-07-09 00:00:00,GJ08X1309,Failed,0,,Failed,2025-07-09
DSP-00733,ZONE-2::RACK-1::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,Delayed,1,Operator Error,Delayed,2025-07-05
DSP-00734,ZONE-3::RACK-5::434::GJ09X6178,2025-07-06 00:00:00,GJ09X6178,Failed,0,,Failed,2025-07-06
DSP-00735,ZONE-3::RACK-5::434::GJ09X6178,2025-07-06 00:00:00,GJ09X6178,Failed,0,,Failed,2025-07-06
DSP-00736,ZONE-1::RACK-3::295::GJ18X8961,2025-07-03 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-03
DSP-00737,ZONE-1::RACK-3::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-06
DSP-00738,ZONE-3::RACK-5::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Delayed,0,Depot Overflow,Delayed,2025-07-06
DSP-00739,ZONE-1::RACK-3::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-06
DSP-00740,ZONE-1::RACK-3::295::GJ18X8961,2025-07-04 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-04
DSP-00741,ZONE-3::RACK-5::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Failed,0,,Failed,2025-07-05
DSP-00742,ZONE-2::RACK-1::384::GJ08X1309,2025-07-06 00:00:00,GJ08X1309,In Transit,0,,In Transit,2025-07-06
DSP-00743,ZONE-3::RACK-5::185::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-06
DSP-00744,ZONE-1::RACK-3::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-05
DSP-00745,ZONE-3::RACK-6::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-07
DSP-00746,ZONE-1::RACK-4::295::GJ18X8961,2025-07-06 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-06
DSP-00747,ZONE-3::RACK-6::434::GJ09X6178,2025-07-06 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-06
DSP-00748,ZONE-3::RACK-6::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-04
DSP-00749,ZONE-3::RACK-6::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-04
DSP-00750,ZONE-1::RACK-4::295::GJ18X8961,2025-07-08 00:00:00,GJ18X8961,Failed,0,,Failed,2025-07-08
DSP-00751,ZONE-1::RACK-4::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Delayed,0,Traffic,Delayed,2025-07-06
DSP-00752,ZONE-1::RACK-4::295::GJ18X8961,2025-07-06 00:00:00,GJ18X8961,Failed,0,,Failed,2025-07-06
DSP-00753,ZONE-2::RACK-2::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-05
DSP-00754,ZONE-3::RACK-6::285::GJ24X1586,2025-07-07 00:00:00,GJ24X1586,Delayed,0,Operator Error,Delayed,2025-07-07
DSP-00755,ZONE-3::RACK-7::434::GJ09X6178,2025-07-07 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-07
DSP-00756,ZONE-3::RACK-7::795::GJ22X4240,2025-07-04 00:00:00,GJ22X4240,Delayed,0,Weather,Delayed,2025-07-04
DSP-00757,ZONE-3::RACK-7::434::GJ09X6178,2025-07-08 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-08
DSP-00758,ZONE-1::RACK-4::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,Failed,0,,Failed,2025-07-05
DSP-00759,ZONE-3::RACK-7::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,Failed,1,,Failed,2025-07-05
DSP-00760,ZONE-3::RACK-7::854::GJ19X2606,2025-07-03 00:00:00,GJ19X2606,Failed,0,,Failed,2025-07-03
DSP-00761,ZONE-3::RACK-8::795::GJ22X4240,2025-07-04 00:00:00,GJ22X4240,Failed,0,,Failed,2025-07-04
DSP-00762,ZONE-1::RACK-5::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,Delivered,0,,Delivered,2025-07-05
DSP-00763,ZONE-3::RACK-8::185::GJ30X1043,2025-07-08 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-08
DSP-00764,ZONE-3::RACK-8::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-04
DSP-00765,ZONE-3::RACK-8::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delayed,0,Traffic,Delayed,2025-07-05
DSP-00766,ZONE-3::RACK-8::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,Delayed,0,Operator Error,Delayed,2025-07-04
DSP-00767,ZONE-3::RACK-9::854::GJ19X2606,2025-07-03 00:00:00,GJ19X2606,Delayed,1,Traffic,Delayed,2025-07-03
DSP-00768,ZONE-3::RACK-9::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delayed,0,Traffic,Delayed,2025-07-05
DSP-00769,ZONE-2::RACK-2::384::GJ08X1309,2025-07-09 00:00:00,GJ08X1309,Failed,0,,Failed,2025-07-09
DSP-00770,ZONE-3::RACK-9::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Delivered,0,,Delivered,2025-07-06
DSP-00771,ZONE-3::RACK-9::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delayed,1,Depot Overflow,Delayed,2025-07-05
DSP-00772,ZONE-3::RACK-9::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,In Transit,0,,In Transit,2025-07-05
DSP-00773,ZONE-3::RACK-10::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delayed,0,Weather,Delayed,2025-07-05
DSP-00774,ZONE-3::RACK-10::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-04
DSP-00775,ZONE-3::RACK-10::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delivered,0,,Delivered,2025-07-05
DSP-00776,ZONE-3::RACK-10::854::GJ19X2606,2025-07-04 00:00:00,GJ19X2606,Failed,1,,Failed,2025-07-04
DSP-00777,ZONE-2::RACK-2::384::GJ08X1309,2025-07-03 00:00:00,GJ08X1309,Failed,0,,Failed,2025-07-03
DSP-00778,ZONE-3::RACK-10::285::GJ24X1586,2025-07-10 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-10
DSP-00779,ZONE-1::RACK-5::789::GJ30X1043,2025-07-09 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-09
DSP-00780,ZONE-1::RACK-5::789::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delayed,0,Weather,Delayed,2025-07-05
DSP-00781,ZONE-3::RACK-1::854::GJ19X2606,2025-07-08 00:00:00,GJ19X2606,Delivered,0,,Delivered,2025-07-08
DSP-00782,ZONE-3::RACK-1::434::GJ09X6178,2025-07-08 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-08
DSP-00783,ZONE-2::RACK-2::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-05
DSP-00784,ZONE-3::RACK-1::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,In Transit,0,,In Transit,2025-07-06
DSP-00785,ZONE-3::RACK-1::434::GJ09X6178,2025-07-08 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-08
DSP-00786,ZONE-3::RACK-1::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-05
DSP-00787,ZONE-3::RACK-2::854::GJ19X2606,2025-07-04 00:00:00,GJ19X2606,Delayed,1,Traffic,Delayed,2025-07-04
DSP-00788,ZONE-3::RACK-2::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,Failed,0,,Failed,2025-07-07
DSP-00789,ZONE-3::RACK-2::434::GJ09X6178,2025-07-03 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-03
DSP-00790,ZONE-3::RACK-2::795::GJ22X4240,2025-07-07 00:00:00,GJ22X4240,In Transit,0,,In Transit,2025-07-07
DSP-00791,ZONE-1::RACK-5::789::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-05
DSP-00792,ZONE-3::RACK-2::285::GJ24X1586,2025-07-07 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-07
DSP-00793,ZONE-3::RACK-3::285::GJ24X1586,2025-07-06 00:00:00,GJ24X1586,Delayed,0,Depot Overflow,Delayed,2025-07-06
DSP-00794,ZONE-3::RACK-3::795::GJ22X4240,2025-07-04 00:00:00,GJ22X4240,Failed,0,,Failed,2025-07-04
DSP-00795,ZONE-1::RACK-5::295::GJ18X8961,2025-07-04 00:00:00,GJ18X8961,In Transit,0,,In Transit,2025-07-04
DSP-00796,ZONE-3::RACK-3::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-05
DSP-00797,ZONE-3::RACK-3::854::GJ19X2606,2025-07-06 00:00:00,GJ19X2606,Failed,1,,Failed,2025-07-06
DSP-00798,ZONE-3::RACK-3::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-05
DSP-00799,ZONE-3::RACK-4::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,In Transit,0,,In Transit,2025-07-04
DSP-00800,ZONE-3::RACK-4::185::GJ30X1043,2025-07-03 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-03
DSP-00801,ZONE-3::RACK-4::795::GJ22X4240,2025-07-06 00:00:00,GJ22X4240,In Transit,0,,In Transit,2025-07-06
DSP-00802,ZONE-1::RACK-6::789::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-05
DSP-00803,ZONE-2::RACK-2::384::GJ08X1309,2025-07-03 00:00:00,GJ08X1309,Failed,0,,Failed,2025-07-03
DSP-00804,ZONE-1::RACK-6::295::GJ18X8961,2025-07-05 00:00:00,GJ18X8961,Failed,0,,Failed,2025-07-05
DSP-00805,ZONE-3::RACK-4::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Failed,1,,Failed,2025-07-04
DSP-00806,ZONE-3::RACK-4::285::GJ24X1586,2025-07-09 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-09
DSP-00807,ZONE-3::RACK-5::854::GJ19X2606,2025-07-05 00:00:00,GJ19X2606,Delayed,0,Depot Overflow,Delayed,2025-07-05
DSP-00808,ZONE-3::RACK-5::285::GJ24X1586,2025-07-08 00:00:00,GJ24X1586,Failed,0,,Failed,2025-07-08
DSP-00809,ZONE-3::RACK-5::285::GJ24X1586,2025-07-03 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-03
DSP-00810,ZONE-1::RACK-6::789::GJ30X1043,2025-07-03 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-03
DSP-00811,ZONE-3::RACK-5::185::GJ30X1043,2025-07-05 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-05
DSP-00812,ZONE-3::RACK-5::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,Delayed,0,Logistics,Delayed,2025-07-04
DSP-00813,ZONE-3::RACK-6::795::GJ22X4240,2025-07-05 00:00:00,GJ22X4240,Delivered,0,,Delivered,2025-07-05
DSP-00814,ZONE-3::RACK-6::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-04
DSP-00815,ZONE-3::RACK-6::285::GJ24X1586,2025-07-04 00:00:00,GJ24X1586,Delayed,0,Weather,Delayed,2025-07-04
DSP-00816,ZONE-1::RACK-6::295::GJ18X8961,2025-07-09 00:00:00,GJ18X8961,Delayed,1,Traffic,Delayed,2025-07-09
DSP-00817,ZONE-1::RACK-6::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-07
DSP-00818,ZONE-3::RACK-6::185::GJ30X1043,2025-07-09 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-09
DSP-00819,ZONE-2::RACK-3::384::GJ08X1309,2025-07-05 00:00:00,GJ08X1309,Delivered,0,,Delivered,2025-07-05
DSP-00820,ZONE-3::RACK-6::185::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,Failed,0,,Failed,2025-07-06
DSP-00821,ZONE-3::RACK-7::285::GJ24X1586,2025-07-03 00:00:00,GJ24X1586,Delayed,1,Operator Error,Delayed,2025-07-03
DSP-00822,ZONE-3::RACK-7::285::GJ24X1586,2025-07-05 00:00:00,GJ24X1586,Delayed,1,Weather,Delayed,2025-07-05
DSP-00823,ZONE-3::RACK-7::285::GJ24X1586,2025-07-08 00:00:00,GJ24X1586,Delivered,0,,Delivered,2025-07-08
DSP-00824,ZONE-3::RACK-7::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-04
DSP-00825,ZONE-3::RACK-7::434::GJ09X6178,2025-07-05 00:00:00,GJ09X6178,Delivered,0,,Delivered,2025-07-05
DSP-00826,ZONE-2::RACK-3::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Delayed,0,Weather,Delayed,2025-07-07
DSP-00827,ZONE-3::RACK-8::434::GJ09X6178,2025-07-08 00:00:00,GJ09X6178,Delayed,0,Traffic,Delayed,2025-07-08
DSP-00828,ZONE-1::RACK-7::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-07
DSP-00829,ZONE-1::RACK-7::789::GJ30X1043,2025-07-06 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-06
DSP-00830,ZONE-2::RACK-3::384::GJ08X1309,2025-07-07 00:00:00,GJ08X1309,Delayed,1,Weather,Delayed,2025-07-07
DSP-00831,ZONE-3::RACK-8::185::GJ30X1043,2025-07-08 00:00:00,GJ30X1043,Delayed,0,Logistics,Delayed,2025-07-08
DSP-00832,ZONE-1::RACK-7::789::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Delayed,1,Depot Overflow,Delayed,2025-07-04
DSP-00833,ZONE-3::RACK-8::185::GJ30X1043,2025-07-04 00:00:00,GJ30X1043,Delivered,0,,Delivered,2025-07-04
DSP-00834,ZONE-1::RACK-7::789::GJ30X1043,2025-07-07 00:00:00,GJ30X1043,In Transit,0,,In Transit,2025-07-07
