Event_ID,Product_ID,Zone,Rack_Location,Stored_Quantity,FIFO_Flag,Event_Type,Event_Date
INV-01041,ANT-2041-B80-789,ZONE-1,RACK-6,193,1,Stored,2025-07-03
INV-01042,VIT-2042-B15-285,ZONE-4,RACK-1,130,1,Stored,2025-07-03
INV-01043,ANT-2043-B66-295,ZONE-1,RACK-6,199,1,Stored,2025-07-03
INV-01044,DEW-2044-B12-795,ZONE-4,RACK-1,197,1,Stored,2025-07-03
INV-01045,DIG-2045-B84-185,ZONE-4,RACK-1,153,1,Stored,2025-07-03
INV-01046,TOP-2046-B74-854,ZONE-3,RACK-5,198,1,Stored,2025-07-03
INV-01047,VIT-2047-B83-285,ZONE-4,RACK-2,152,1,Stored,2025-07-03
INV-01048,DEW-2048-B31-795,ZONE-4,RACK-2,173,1,Stored,2025-07-03
INV-01049,ANT-2049-B75-789,ZONE-1,RACK-6,52,1,Stored,2025-07-03
INV-01050,ANT-2050-B11-789,ZONE-1,RACK-7,185,1,Stored,2025-07-03
INV-01051,DEW-2051-B62-795,ZONE-4,RACK-2,143,1,Stored,2025-07-03
INV-01052,TOP-2052-B71-854,ZONE-3,RACK-6,155,1,Stored,2025-07-03
INV-01053,DIG-2053-B17-185,ZONE-4,RACK-2,141,1,Stored,2025-07-03
INV-01054,TOP-2054-B63-854,ZONE-3,RACK-6,114,1,Stored,2025-07-03
INV-01055,TOP-2055-B53-854,ZONE-3,RACK-6,93,1,Stored,2025-07-03
INV-01056,DEW-2056-B54-795,ZONE-4,RACK-2,140,1,Stored,2025-07-03
INV-01057,IMM-2057-B75-384,ZONE-2,RACK-8,97,1,Stored,2025-07-03
INV-01058,SUP-2058-B86-434,ZONE-4,RACK-3,98,1,Stored,2025-07-03
INV-01059,TOP-2059-B79-854,ZONE-3,RACK-6,98,1,Stored,2025-07-03
INV-01060,DEW-2060-B16-795,ZONE-4,RACK-3,150,1,Stored,2025-07-03
INV-01061,VIT-2061-B64-285,ZONE-4,RACK-3,88,1,Stored,2025-07-03
INV-01062,ANT-2062-B98-789,ZONE-1,RACK-7,158,1,Stored,2025-07-03
INV-01063,VIT-2063-B52-285,ZONE-4,RACK-3,57,1,Stored,2025-07-03
INV-01064,DEW-2064-B69-795,ZONE-4,RACK-3,70,1,Stored,2025-07-03
INV-01065,SUP-2065-B65-434,ZONE-4,RACK-4,191,1,Stored,2025-07-03
INV-01066,TOP-2066-B11-854,ZONE-3,RACK-6,137,1,Stored,2025-07-03
INV-01067,SUP-2067-B67-434,ZONE-4,RACK-4,86,1,Stored,2025-07-03
INV-01068,ANT-2068-B58-789,ZONE-1,RACK-7,197,1,Stored,2025-07-03
INV-01069,TOP-2069-B21-854,ZONE-3,RACK-7,193,1,Stored,2025-07-03
INV-01070,ANT-2070-B44-295,ZONE-1,RACK-7,192,1,Stored,2025-07-03
INV-01071,ANT-2071-B66-295,ZONE-1,RACK-7,122,1,Stored,2025-07-03
INV-01072,ANT-2072-B32-295,ZONE-1,RACK-8,162,1,Stored,2025-07-03
INV-01073,TOP-2073-B95-854,ZONE-3,RACK-7,68,1,Stored,2025-07-03
INV-01074,ANT-2074-B27-295,ZONE-1,RACK-8,146,1,Stored,2025-07-03
INV-01075,SUP-2075-B81-434,ZONE-4,RACK-4,128,1,Stored,2025-07-03
INV-01076,DIG-2076-B73-185,ZONE-4,RACK-4,70,1,Stored,2025-07-03
INV-01077,DEW-2077-B58-795,ZONE-4,RACK-4,101,1,Stored,2025-07-03
INV-01078,ANT-2078-B36-295,ZONE-1,RACK-8,143,1,Stored,2025-07-03
INV-01079,TOP-2079-B83-854,ZONE-3,RACK-7,183,1,Stored,2025-07-03
INV-01080,DEW-2080-B17-795,ZONE-4,RACK-5,67,1,Stored,2025-07-03
INV-01081,VIT-2081-B75-285,ZONE-4,RACK-5,109,1,Stored,2025-07-03
INV-01082,ANT-2082-B28-789,ZONE-1,RACK-8,69,1,Stored,2025-07-03
INV-01083,TOP-2083-B23-854,ZONE-3,RACK-7,90,1,Stored,2025-07-03
INV-01084,ANT-2084-B79-295,ZONE-1,RACK-8,109,1,Stored,2025-07-03
INV-01085,IMM-2085-B92-384,ZONE-2,RACK-8,109,1,Stored,2025-07-03
INV-01086,ANT-2086-B60-295,ZONE-1,RACK-9,78,1,Stored,2025-07-03
INV-01087,VIT-2087-B45-285,ZONE-4,RACK-5,75,1,Stored,2025-07-03
INV-01088,IMM-2088-B12-384,ZONE-2,RACK-9,134,1,Stored,2025-07-03
INV-01089,IMM-2089-B17-384,ZONE-2,RACK-9,111,1,Stored,2025-07-03
INV-01090,IMM-2090-B32-384,ZONE-2,RACK-9,75,1,Stored,2025-07-03
INV-01091,ANT-2091-B77-295,ZONE-1,RACK-9,195,1,Stored,2025-07-03
INV-01092,VIT-2092-B66-285,ZONE-4,RACK-5,142,1,Stored,2025-07-03
INV-01093,IMM-2093-B81-384,ZONE-2,RACK-9,75,1,Stored,2025-07-03
INV-01094,TOP-2094-B50-854,ZONE-3,RACK-7,66,1,Stored,2025-07-03
INV-01095,ANT-2095-B58-295,ZONE-1,RACK-9,198,1,Stored,2025-07-03
INV-01096,SUP-2096-B39-434,ZONE-4,RACK-5,85,1,Stored,2025-07-03
INV-01097,ANT-2097-B79-789,ZONE-1,RACK-9,103,1,Stored,2025-07-03
INV-01098,SUP-2098-B94-434,ZONE-4,RACK-6,183,1,Stored,2025-07-03
INV-01099,VIT-2099-B74-285,ZONE-4,RACK-6,152,1,Stored,2025-07-03
INV-01100,ANT-2100-B66-295,ZONE-1,RACK-9,55,1,Stored,2025-07-03
INV-01101,ANT-2101-B45-295,ZONE-1,RACK-10,191,1,Stored,2025-07-03
INV-01102,TOP-2102-B83-854,ZONE-3,RACK-8,64,1,Stored,2025-07-03
INV-01103,SUP-2103-B51-434,ZONE-4,RACK-6,138,1,Stored,2025-07-03
INV-01104,ANT-2104-B56-789,ZONE-1,RACK-10,124,1,Stored,2025-07-03
INV-01105,ANT-2105-B47-789,ZONE-1,RACK-10,189,1,Stored,2025-07-03
INV-01106,IMM-2106-B15-384,ZONE-2,RACK-9,145,1,Stored,2025-07-03
INV-01107,SUP-2107-B65-434,ZONE-4,RACK-6,152,1,Stored,2025-07-03
INV-01108,DEW-2108-B21-795,ZONE-4,RACK-6,137,1,Stored,2025-07-03
INV-01109,SUP-2109-B23-434,ZONE-4,RACK-7,199,1,Stored,2025-07-03
INV-01110,ANT-2110-B33-295,ZONE-1,RACK-10,136,1,Stored,2025-07-03
INV-01111,ANT-2111-B34-295,ZONE-1,RACK-10,103,1,Stored,2025-07-03
INV-01112,DIG-2112-B38-185,ZONE-4,RACK-7,150,1,Stored,2025-07-03
INV-01113,TOP-2113-B19-854,ZONE-3,RACK-8,92,1,Stored,2025-07-03
INV-01114,DIG-2114-B35-185,ZONE-4,RACK-7,84,1,Stored,2025-07-03
INV-01115,DEW-2115-B84-795,ZONE-4,RACK-7,108,1,Stored,2025-07-03
INV-01116,TOP-2116-B19-854,ZONE-3,RACK-8,62,1,Stored,2025-07-03
INV-01117,DIG-2117-B46-185,ZONE-4,RACK-7,71,1,Stored,2025-07-03
INV-01118,VIT-2118-B58-285,ZONE-4,RACK-8,73,1,Stored,2025-07-03
INV-01119,SUP-2119-B33-434,ZONE-4,RACK-8,76,1,Stored,2025-07-03
INV-01120,DIG-2120-B60-185,ZONE-4,RACK-8,94,1,Stored,2025-07-03
INV-01121,ANT-2121-B92-789,ZONE-1,RACK-1,140,1,Stored,2025-07-03
INV-01122,SUP-2122-B57-434,ZONE-4,RACK-8,98,1,Stored,2025-07-03
INV-01123,ANT-2123-B22-295,ZONE-1,RACK-1,118,1,Stored,2025-07-03
INV-01124,ANT-2124-B81-789,ZONE-1,RACK-1,78,1,Stored,2025-07-03
INV-01125,SUP-2125-B69-434,ZONE-4,RACK-8,173,1,Stored,2025-07-03
INV-01126,ANT-2126-B41-789,ZONE-1,RACK-1,173,1,Stored,2025-07-03
INV-01127,DIG-2127-B73-185,ZONE-4,RACK-9,147,1,Stored,2025-07-03
INV-01128,IMM-2128-B13-384,ZONE-2,RACK-10,119,1,Stored,2025-07-03
INV-01129,SUP-2129-B38-434,ZONE-4,RACK-9,192,1,Stored,2025-07-03
INV-01130,ANT-2130-B94-295,ZONE-1,RACK-1,169,1,Stored,2025-07-03
INV-01131,DIG-2131-B40-185,ZONE-4,RACK-9,168,1,Stored,2025-07-03
INV-01132,ANT-2132-B25-789,ZONE-1,RACK-2,103,1,Stored,2025-07-03
INV-01133,ANT-2133-B71-295,ZONE-1,RACK-2,169,1,Stored,2025-07-03
INV-01134,TOP-2134-B86-854,ZONE-3,RACK-8,164,1,Stored,2025-07-03
INV-01135,VIT-2135-B59-285,ZONE-4,RACK-9,168,1,Stored,2025-07-03
INV-01136,TOP-2136-B41-854,ZONE-3,RACK-8,163,1,Stored,2025-07-03
INV-01137,ANT-2137-B15-295,ZONE-1,RACK-2,172,1,Stored,2025-07-03
INV-01138,TOP-2138-B82-854,ZONE-3,RACK-9,164,1,Stored,2025-07-03
INV-01139,ANT-2139-B65-789,ZONE-1,RACK-2,143,1,Stored,2025-07-03
INV-01140,DEW-2140-B36-795,ZONE-4,RACK-9,53,1,Stored,2025-07-03
INV-01141,SUP-2141-B19-434,ZONE-4,RACK-10,114,1,Stored,2025-07-03
INV-01142,IMM-2142-B93-384,ZONE-2,RACK-10,162,1,Stored,2025-07-03
INV-01143,IMM-2143-B82-384,ZONE-2,RACK-10,56,1,Stored,2025-07-03
INV-01144,TOP-2144-B32-854,ZONE-3,RACK-9,79,1,Stored,2025-07-03
INV-01145,TOP-2145-B66-854,ZONE-3,RACK-9,138,1,Stored,2025-07-03
INV-01146,ANT-2146-B13-789,ZONE-1,RACK-2,140,1,Stored,2025-07-03
INV-01147,TOP-2147-B83-854,ZONE-3,RACK-9,163,1,Stored,2025-07-03
INV-01148,ANT-2148-B75-295,ZONE-1,RACK-3,92,1,Stored,2025-07-03
INV-01149,DIG-2149-B64-185,ZONE-4,RACK-10,86,1,Stored,2025-07-03
INV-01150,VIT-2150-B71-285,ZONE-4,RACK-10,59,1,Stored,2025-07-03
INV-01151,TOP-2151-B33-854,ZONE-3,RACK-9,128,1,Stored,2025-07-03
INV-01152,ANT-2152-B98-789,ZONE-1,RACK-3,95,1,Stored,2025-07-03
INV-01153,TOP-2153-B98-854,ZONE-3,RACK-10,135,1,Stored,2025-07-03
INV-01154,DEW-2154-B92-795,ZONE-4,RACK-10,194,1,Stored,2025-07-03
INV-01155,VIT-2155-B60-285,ZONE-4,RACK-10,134,1,Stored,2025-07-03
INV-01156,TOP-2156-B12-854,ZONE-3,RACK-10,156,1,Stored,2025-07-03
INV-01157,DIG-2157-B66-185,ZONE-4,RACK-1,160,1,Stored,2025-07-03
INV-01158,TOP-2158-B17-854,ZONE-3,RACK-10,71,1,Stored,2025-07-03
INV-01159,DEW-2159-B45-795,ZONE-4,RACK-1,158,1,Stored,2025-07-03
INV-01160,ANT-2160-B39-295,ZONE-1,RACK-3,160,1,Stored,2025-07-03
INV-01161,DIG-2161-B98-185,ZONE-4,RACK-1,164,1,Stored,2025-07-03
INV-01162,ANT-2162-B72-295,ZONE-1,RACK-3,152,1,Stored,2025-07-03
INV-01163,IMM-2163-B35-384,ZONE-2,RACK-10,104,1,Stored,2025-07-03
INV-01164,DIG-2164-B50-185,ZONE-4,RACK-1,200,1,Stored,2025-07-03
INV-01165,SUP-2165-B82-434,ZONE-4,RACK-1,101,1,Stored,2025-07-03
INV-01166,DEW-2166-B39-795,ZONE-4,RACK-2,154,1,Stored,2025-07-03
INV-01167,TOP-2167-B78-854,ZONE-3,RACK-10,117,1,Stored,2025-07-03
INV-01168,ANT-2168-B47-789,ZONE-1,RACK-3,104,1,Stored,2025-07-03
INV-01169,ANT-2169-B83-789,ZONE-1,RACK-4,109,1,Stored,2025-07-03
INV-01170,ANT-2170-B26-789,ZONE-1,RACK-4,197,1,Stored,2025-07-03
INV-01171,DIG-2171-B40-185,ZONE-4,RACK-2,140,1,Stored,2025-07-03
INV-01172,DIG-2172-B33-185,ZONE-4,RACK-2,196,1,Stored,2025-07-03
INV-01173,TOP-2173-B48-854,ZONE-3,RACK-10,93,1,Stored,2025-07-03
INV-01174,DIG-2174-B82-185,ZONE-4,RACK-2,81,1,Stored,2025-07-03
INV-01175,ANT-2175-B89-295,ZONE-1,RACK-4,193,1,Stored,2025-07-03
INV-01176,VIT-2176-B32-285,ZONE-4,RACK-2,168,1,Stored,2025-07-03
INV-01177,VIT-2177-B30-285,ZONE-4,RACK-3,106,1,Stored,2025-07-03
INV-01178,TOP-2178-B60-854,ZONE-3,RACK-1,113,1,Stored,2025-07-03
INV-01179,ANT-2179-B38-789,ZONE-1,RACK-4,103,1,Stored,2025-07-03
INV-01180,IMM-2180-B96-384,ZONE-2,RACK-10,156,1,Stored,2025-07-03
INV-01181,ANT-2181-B75-789,ZONE-1,RACK-4,113,1,Stored,2025-07-03
INV-01182,ANT-2182-B61-295,ZONE-1,RACK-5,100,1,Stored,2025-07-03
INV-01183,ANT-2183-B15-789,ZONE-1,RACK-5,198,1,Stored,2025-07-03
INV-01184,SUP-2184-B67-434,ZONE-4,RACK-3,141,1,Stored,2025-07-03
INV-01185,ANT-2185-B59-789,ZONE-1,RACK-5,61,1,Stored,2025-07-03
INV-01186,SUP-2186-B67-434,ZONE-4,RACK-3,56,1,Stored,2025-07-03
INV-01187,IMM-2187-B35-384,ZONE-2,RACK-1,128,1,Stored,2025-07-03
INV-01188,ANT-2188-B89-295,ZONE-1,RACK-5,112,1,Stored,2025-07-03
INV-01189,SUP-2189-B73-434,ZONE-4,RACK-3,151,1,Stored,2025-07-03
INV-01190,VIT-2190-B50-285,ZONE-4,RACK-3,196,1,Stored,2025-07-03
INV-01191,VIT-2191-B91-285,ZONE-4,RACK-4,95,1,Stored,2025-07-03
INV-01192,TOP-2192-B62-854,ZONE-3,RACK-1,140,1,Stored,2025-07-03
INV-01193,ANT-2193-B57-295,ZONE-1,RACK-5,61,1,Stored,2025-07-03
INV-01194,SUP-2194-B75-434,ZONE-4,RACK-4,60,1,Stored,2025-07-03
INV-01195,DIG-2195-B57-185,ZONE-4,RACK-4,112,1,Stored,2025-07-03
INV-01196,IMM-2196-B42-384,ZONE-2,RACK-1,179,1,Stored,2025-07-03
INV-01197,VIT-2197-B43-285,ZONE-4,RACK-4,186,1,Stored,2025-07-03
INV-01198,VIT-2198-B55-285,ZONE-4,RACK-4,57,1,Stored,2025-07-03
INV-01199,ANT-2199-B73-295,ZONE-1,RACK-6,104,1,Stored,2025-07-03
INV-01200,ANT-2200-B37-295,ZONE-1,RACK-6,152,1,Stored,2025-07-03
INV-01201,VIT-2201-B81-285,ZONE-4,RACK-5,195,1,Stored,2025-07-03
INV-01202,TOP-2202-B36-854,ZONE-3,RACK-1,92,1,Stored,2025-07-03
INV-01203,ANT-2203-B96-789,ZONE-1,RACK-6,59,1,Stored,2025-07-03
INV-01204,DEW-2204-B84-795,ZONE-4,RACK-5,194,1,Stored,2025-07-03
INV-01205,DEW-2205-B81-795,ZONE-4,RACK-5,192,1,Stored,2025-07-03
INV-01206,DEW-2206-B46-795,ZONE-4,RACK-5,119,1,Stored,2025-07-03
INV-01207,DEW-2207-B67-795,ZONE-4,RACK-5,87,1,Stored,2025-07-03
INV-01208,ANT-2208-B44-295,ZONE-1,RACK-6,194,1,Stored,2025-07-03
INV-01209,IMM-2209-B25-384,ZONE-2,RACK-1,141,1,Stored,2025-07-03
INV-01210,ANT-2210-B44-295,ZONE-1,RACK-6,71,1,Stored,2025-07-03
INV-01211,DEW-2211-B41-795,ZONE-4,RACK-6,144,1,Stored,2025-07-03
INV-01212,IMM-2212-B24-384,ZONE-2,RACK-1,145,1,Stored,2025-07-03
INV-01213,VIT-2213-B89-285,ZONE-4,RACK-6,100,1,Stored,2025-07-03
INV-01214,DEW-2214-B87-795,ZONE-4,RACK-6,130,1,Stored,2025-07-03
INV-01215,DIG-2215-B17-185,ZONE-4,RACK-6,189,1,Stored,2025-07-03
INV-01216,ANT-2216-B35-789,ZONE-1,RACK-7,131,1,Stored,2025-07-03
INV-01217,ANT-2217-B45-295,ZONE-1,RACK-7,139,1,Stored,2025-07-03
INV-01218,DEW-2218-B74-795,ZONE-4,RACK-6,125,1,Stored,2025-07-03
INV-01219,TOP-2219-B83-854,ZONE-3,RACK-1,118,1,Stored,2025-07-03
INV-01220,SUP-2220-B66-434,ZONE-4,RACK-7,178,1,Stored,2025-07-03
INV-01221,IMM-2221-B28-384,ZONE-2,RACK-1,66,1,Stored,2025-07-03
INV-01222,VIT-2222-B68-285,ZONE-4,RACK-7,114,1,Stored,2025-07-03
INV-01223,SUP-2223-B58-434,ZONE-4,RACK-7,99,1,Stored,2025-07-03
INV-01224,ANT-2224-B15-295,ZONE-1,RACK-7,72,1,Stored,2025-07-03
INV-01225,IMM-2225-B48-384,ZONE-2,RACK-2,90,1,Stored,2025-07-03
INV-01226,SUP-2226-B39-434,ZONE-4,RACK-7,191,1,Stored,2025-07-03
INV-01227,DIG-2227-B97-185,ZONE-4,RACK-7,90,1,Stored,2025-07-03
INV-01228,TOP-2228-B39-854,ZONE-3,RACK-1,188,1,Stored,2025-07-03
INV-01229,VIT-2229-B85-285,ZONE-4,RACK-8,65,1,Stored,2025-07-03
INV-01230,DIG-2230-B49-185,ZONE-4,RACK-8,187,1,Stored,2025-07-03
INV-01231,IMM-2231-B16-384,ZONE-2,RACK-2,156,1,Stored,2025-07-03
INV-01232,ANT-2232-B49-295,ZONE-1,RACK-7,174,1,Stored,2025-07-03
INV-01233,ANT-2233-B17-295,ZONE-1,RACK-7,198,1,Stored,2025-07-03
INV-01234,TOP-2234-B45-854,ZONE-3,RACK-2,185,1,Stored,2025-07-03
INV-01235,DIG-2235-B29-185,ZONE-4,RACK-8,152,1,Stored,2025-07-03
INV-01236,DIG-2236-B33-185,ZONE-4,RACK-8,73,1,Stored,2025-07-03
INV-01237,DEW-2237-B18-795,ZONE-4,RACK-8,199,1,Stored,2025-07-03
INV-01238,IMM-2238-B74-384,ZONE-2,RACK-2,171,1,Stored,2025-07-03
INV-01239,IMM-2239-B84-384,ZONE-2,RACK-2,76,1,Stored,2025-07-03
INV-01240,ANT-2240-B89-295,ZONE-1,RACK-8,127,1,Stored,2025-07-03
INV-01241,SUP-2241-B20-434,ZONE-4,RACK-9,70,1,Stored,2025-07-03
INV-01242,IMM-2242-B93-384,ZONE-2,RACK-2,154,1,Stored,2025-07-03
INV-01243,TOP-2243-B96-854,ZONE-3,RACK-2,197,1,Stored,2025-07-03
INV-01244,ANT-2244-B59-295,ZONE-1,RACK-8,174,1,Stored,2025-07-03
INV-01245,TOP-2245-B96-854,ZONE-3,RACK-2,150,1,Stored,2025-07-03
INV-01246,VIT-2246-B65-285,ZONE-4,RACK-9,54,1,Stored,2025-07-03
INV-01247,DEW-2247-B75-795,ZONE-4,RACK-9,53,1,Stored,2025-07-03
INV-01248,ANT-2248-B62-789,ZONE-1,RACK-8,117,1,Stored,2025-07-03
INV-01249,DIG-2249-B19-185,ZONE-4,RACK-9,93,1,Stored,2025-07-03
INV-01250,DEW-2250-B11-795,ZONE-4,RACK-9,147,1,Stored,2025-07-03
INV-01251,TOP-2251-B20-854,ZONE-3,RACK-2,116,1,Stored,2025-07-03
INV-01252,TOP-2252-B40-854,ZONE-3,RACK-2,177,1,Stored,2025-07-03
INV-01253,ANT-2253-B31-789,ZONE-1,RACK-8,53,1,Stored,2025-07-03
INV-01254,TOP-2254-B72-854,ZONE-3,RACK-3,102,1,Stored,2025-07-03
INV-01255,IMM-2255-B11-384,ZONE-2,RACK-3,178,1,Stored,2025-07-03
INV-01256,SUP-2256-B74-434,ZONE-4,RACK-10,146,1,Stored,2025-07-03
INV-01257,ANT-2257-B41-789,ZONE-1,RACK-8,138,1,Stored,2025-07-03
INV-01258,ANT-2258-B91-295,ZONE-1,RACK-9,145,1,Stored,2025-07-03
INV-01259,SUP-2259-B28-434,ZONE-4,RACK-10,95,1,Stored,2025-07-03
INV-01260,IMM-2260-B38-384,ZONE-2,RACK-3,129,1,Stored,2025-07-03
INV-01261,SUP-2261-B97-434,ZONE-4,RACK-10,89,1,Stored,2025-07-03
INV-01262,SUP-2262-B65-434,ZONE-4,RACK-10,88,1,Stored,2025-07-03
INV-01263,ANT-2263-B90-789,ZONE-1,RACK-9,92,1,Stored,2025-07-03
INV-01264,DEW-2264-B52-795,ZONE-4,RACK-10,127,1,Stored,2025-07-03
INV-01265,VIT-2265-B22-285,ZONE-4,RACK-1,87,1,Stored,2025-07-03
INV-01266,DEW-2266-B45-795,ZONE-4,RACK-1,62,1,Stored,2025-07-03
INV-01267,ANT-2267-B39-789,ZONE-1,RACK-9,84,1,Stored,2025-07-03
INV-01268,ANT-2268-B34-789,ZONE-1,RACK-9,102,1,Stored,2025-07-03
INV-01269,SUP-2269-B16-434,ZONE-4,RACK-1,50,1,Stored,2025-07-03
INV-01270,TOP-2270-B22-854,ZONE-3,RACK-3,126,1,Stored,2025-07-03
INV-01271,TOP-2271-B20-854,ZONE-3,RACK-3,79,1,Stored,2025-07-03
INV-01272,ANT-2272-B85-295,ZONE-1,RACK-9,175,1,Stored,2025-07-03
INV-01273,ANT-2273-B68-789,ZONE-1,RACK-10,188,1,Stored,2025-07-03
INV-01274,DIG-2274-B23-185,ZONE-4,RACK-1,153,1,Stored,2025-07-03
INV-01275,DEW-2275-B61-795,ZONE-4,RACK-1,64,1,Stored,2025-07-03
INV-01276,DIG-2276-B57-185,ZONE-4,RACK-2,181,1,Stored,2025-07-03
INV-01277,SUP-2277-B71-434,ZONE-4,RACK-2,158,1,Stored,2025-07-03
INV-01278,ANT-2278-B47-789,ZONE-1,RACK-10,93,1,Stored,2025-07-03
INV-01279,DIG-2279-B76-185,ZONE-4,RACK-2,124,1,Stored,2025-07-03
INV-01280,DIG-2280-B27-185,ZONE-4,RACK-2,52,1,Stored,2025-07-03
INV-01281,VIT-2281-B21-285,ZONE-4,RACK-2,153,1,Stored,2025-07-03
INV-01282,DEW-2282-B21-795,ZONE-4,RACK-3,102,1,Stored,2025-07-03
INV-01283,IMM-2283-B26-384,ZONE-2,RACK-3,126,1,Stored,2025-07-03
INV-01284,DEW-2284-B58-795,ZONE-4,RACK-3,110,1,Stored,2025-07-03
INV-01285,DEW-2285-B24-795,ZONE-4,RACK-3,188,1,Stored,2025-07-03
INV-01286,IMM-2286-B88-384,ZONE-2,RACK-3,151,1,Stored,2025-07-03
INV-01287,TOP-2287-B79-854,ZONE-3,RACK-3,134,1,Stored,2025-07-03
INV-01288,TOP-2288-B56-854,ZONE-3,RACK-3,93,1,Stored,2025-07-03
INV-01289,VIT-2289-B13-285,ZONE-4,RACK-3,199,1,Stored,2025-07-03
INV-01290,ANT-2290-B89-295,ZONE-1,RACK-10,181,1,Stored,2025-07-03
INV-01291,TOP-2291-B80-854,ZONE-3,RACK-4,78,1,Stored,2025-07-03
INV-01292,VIT-2292-B51-285,ZONE-4,RACK-3,159,1,Stored,2025-07-03
INV-01293,DIG-2293-B72-185,ZONE-4,RACK-4,101,1,Stored,2025-07-03
INV-01294,ANT-2294-B42-789,ZONE-1,RACK-10,119,1,Stored,2025-07-03
INV-01295,TOP-2295-B88-854,ZONE-3,RACK-4,92,1,Stored,2025-07-03
INV-01296,TOP-2296-B17-854,ZONE-3,RACK-4,163,1,Stored,2025-07-03
INV-01297,ANT-2297-B10-295,ZONE-1,RACK-10,193,1,Stored,2025-07-03
INV-01298,TOP-2298-B63-854,ZONE-3,RACK-4,190,1,Stored,2025-07-03
INV-01299,DIG-2299-B56-185,ZONE-4,RACK-4,117,1,Stored,2025-07-03
INV-01300,VIT-2300-B30-285,ZONE-4,RACK-4,161,1,Stored,2025-07-03
INV-01301,TOP-2301-B68-854,ZONE-3,RACK-4,91,1,Stored,2025-07-03
INV-01302,VIT-2302-B79-285,ZONE-4,RACK-4,50,1,Stored,2025-07-03
INV-01303,DIG-2303-B30-185,ZONE-4,RACK-4,83,1,Stored,2025-07-03
INV-01304,DEW-2304-B37-795,ZONE-4,RACK-5,147,1,Stored,2025-07-03
INV-01305,TOP-2305-B13-854,ZONE-3,RACK-5,181,1,Stored,2025-07-03
INV-01306,VIT-2306-B28-285,ZONE-4,RACK-5,196,1,Stored,2025-07-03
INV-01307,ANT-2307-B91-295,ZONE-1,RACK-1,112,1,Stored,2025-07-03
INV-01308,SUP-2308-B29-434,ZONE-4,RACK-5,107,1,Stored,2025-07-03
INV-01309,ANT-2309-B26-295,ZONE-1,RACK-1,195,1,Stored,2025-07-03
INV-01310,DEW-2310-B86-795,ZONE-4,RACK-5,141,1,Stored,2025-07-03
INV-01311,TOP-2311-B50-854,ZONE-3,RACK-5,151,1,Stored,2025-07-03
INV-01312,ANT-2312-B93-789,ZONE-1,RACK-1,65,1,Stored,2025-07-03
INV-01313,VIT-2313-B78-285,ZONE-4,RACK-5,94,1,Stored,2025-07-03
INV-01314,IMM-2314-B13-384,ZONE-2,RACK-3,64,1,Stored,2025-07-03
INV-01315,ANT-2315-B41-295,ZONE-1,RACK-1,70,1,Stored,2025-07-03
INV-01316,SUP-2316-B74-434,ZONE-4,RACK-6,80,1,Stored,2025-07-03
INV-01317,VIT-2317-B89-285,ZONE-4,RACK-6,119,1,Stored,2025-07-03
INV-01318,TOP-2318-B64-854,ZONE-3,RACK-5,89,1,Stored,2025-07-03
INV-01319,SUP-2319-B44-434,ZONE-4,RACK-6,106,1,Stored,2025-07-03
INV-01320,DEW-2320-B16-795,ZONE-4,RACK-6,118,1,Stored,2025-07-03
INV-01321,ANT-2321-B54-789,ZONE-1,RACK-1,123,1,Stored,2025-07-03
INV-01322,ANT-2322-B83-789,ZONE-1,RACK-2,132,1,Stored,2025-07-03
INV-01323,DEW-2323-B93-795,ZONE-4,RACK-6,140,1,Stored,2025-07-03
INV-01324,IMM-2324-B58-384,ZONE-2,RACK-4,189,1,Stored,2025-07-03
INV-01325,VIT-2325-B32-285,ZONE-4,RACK-7,145,1,Stored,2025-07-03
INV-01326,TOP-2326-B49-854,ZONE-3,RACK-5,154,1,Stored,2025-07-03
INV-01327,DEW-2327-B75-795,ZONE-4,RACK-7,184,1,Stored,2025-07-03
INV-01328,SUP-2328-B41-434,ZONE-4,RACK-7,83,1,Stored,2025-07-03
INV-01329,IMM-2329-B28-384,ZONE-2,RACK-4,156,1,Stored,2025-07-03
INV-01330,VIT-2330-B61-285,ZONE-4,RACK-7,187,1,Stored,2025-07-03
INV-01331,ANT-2331-B70-295,ZONE-1,RACK-2,189,1,Stored,2025-07-03
INV-01332,IMM-2332-B90-384,ZONE-2,RACK-4,66,1,Stored,2025-07-03
INV-01333,DIG-2333-B68-185,ZONE-4,RACK-7,149,1,Stored,2025-07-03
INV-01334,IMM-2334-B80-384,ZONE-2,RACK-4,138,1,Stored,2025-07-03
INV-01335,ANT-2335-B82-789,ZONE-1,RACK-2,193,1,Stored,2025-07-03
INV-01336,IMM-2336-B67-384,ZONE-2,RACK-4,123,1,Stored,2025-07-03
INV-01337,SUP-2337-B31-434,ZONE-4,RACK-8,155,1,Stored,2025-07-03
INV-01338,ANT-2338-B35-295,ZONE-1,RACK-2,90,1,Stored,2025-07-03
INV-01339,VIT-2339-B95-285,ZONE-4,RACK-8,103,1,Stored,2025-07-03
INV-01340,SUP-2340-B27-434,ZONE-4,RACK-8,75,1,Stored,2025-07-03
INV-01341,ANT-2341-B19-295,ZONE-1,RACK-2,192,1,Stored,2025-07-03
INV-01342,ANT-2342-B15-295,ZONE-1,RACK-3,141,1,Stored,2025-07-03
INV-01343,SUP-2343-B84-434,ZONE-4,RACK-8,86,1,Stored,2025-07-03
