Assignment_ID,Product_ID,Urgent_Flag,Dispatch_Window,Delivery_Window,Unit_Weight (kg),Unit_Volume (L),Fragile_Flag,Temp_Sensitive_Flag,Quantity_Assigned,Total_Weight,Total_Volume,Priority_Label,Cluster_Label,Vehicle_ID,Main_Cluster_Label,Handling_Group
ZONE-1::RACK-9::789::GJ11X9382,ANT-3480-B63-789,1,2025-07-04,2025-07-06,3.0,1.5,1,1,13,39.0,19.5,,1,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::295::GJ03X5022,ANT-3486-B35-295,1,2025-07-04,2025-07-08,2.8,1.4,1,1,40,112.0,56.0,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::789::GJ30X6638,ANT-3491-B66-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,5,15.0,7.5,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::295::GJ02X4245,ANT-3499-B24-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,18,50.4,25.2,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::789::GJ23X8514,ANT-3500-B61-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,25,75.0,37.5,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::295::GJ22X7532,ANT-3506-B39-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,21,58.8,29.4,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::789::GJ29X9603,ANT-3508-B74-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,34,102.0,51.0,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::295::GJ14X7289,ANT-3510-B29-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,1,2.8,1.4,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::295::GJ23X8925,ANT-3512-B45-295,1,2025-07-04,2025-07-08,2.8,1.4,1,1,8,22.4,11.2,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::789::GJ28X8907,ANT-3518-B19-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,1,3.0,1.5,,5,,Mid-Term,Fragile+Temp
ZONE-1::RACK-1::295::GJ06X6051,ANT-3520-B86-295,1,2025-07-05,2025-07-08,2.8,1.4,1,1,37,103.6,51.8,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ05X6015,ANT-3525-B27-789,1,2025-07-03,2025-07-07,3.0,1.5,1,1,46,138.0,69.0,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ01X4053,ANT-3526-B21-789,1,2025-07-04,2025-07-07,3.0,1.5,1,1,26,78.0,39.0,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ14X5845,ANT-3531-B32-789,1,2025-07-03,2025-07-06,3.0,1.5,1,1,35,105.0,52.5,,3,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::295::GJ09X4010,ANT-3532-B89-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,1,2.8,1.4,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::789::GJ27X1769,ANT-3550-B59-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,43,129.0,64.5,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::295::GJ15X4430,ANT-3557-B27-295,1,2025-07-05,2025-07-07,2.8,1.4,1,1,4,11.2,5.6,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::789::GJ16X7961,ANT-3572-B60-789,1,2025-07-04,2025-07-07,3.0,1.5,1,1,12,36.0,18.0,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::295::GJ10X5068,ANT-3579-B53-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,49,137.2,68.6,,2,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::295::GJ13X1303,ANT-3580-B51-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,17,47.6,23.8,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::295::GJ17X7384,ANT-3581-B25-295,1,2025-07-03,2025-07-07,2.8,1.4,1,1,20,56.0,28.0,,4,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::789::GJ27X3027,ANT-3600-B96-789,1,2025-07-05,2025-07-07,3.0,1.5,1,1,49,147.0,73.5,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::295::GJ15X2279,ANT-3604-B52-295,1,2025-07-05,2025-07-07,2.8,1.4,1,1,40,112.0,56.0,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::789::GJ11X4850,ANT-3605-B14-789,1,2025-07-03,2025-07-07,3.0,1.5,1,1,38,114.0,57.0,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::295::GJ04X6241,ANT-3612-B85-295,1,2025-07-03,2025-07-06,2.8,1.4,1,1,11,30.8,15.4,,1,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::789::GJ08X4506,ANT-3613-B22-789,1,2025-07-03,2025-07-07,3.0,1.5,1,1,20,60.0,30.0,,4,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::789::GJ13X8172,ANT-3621-B63-789,1,2025-07-05,2025-07-07,3.0,1.5,1,1,32,96.0,48.0,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::295::GJ12X6087,ANT-3628-B40-295,1,2025-07-05,2025-07-08,2.8,1.4,1,1,38,106.4,53.2,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::295::GJ30X2401,ANT-3629-B65-295,1,2025-07-03,2025-07-05,2.8,1.4,1,1,47,131.6,65.8,,2,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::295::GJ10X4612,ANT-3632-B37-295,1,2025-07-05,2025-07-09,2.8,1.4,1,1,45,126.0,62.99999999999999,,2,,Mid-Term,Fragile+Temp
ZONE-1::RACK-6::295::GJ27X1769,ANT-3633-B43-295,1,2025-07-05,2025-07-09,2.8,1.4,1,1,50,140.0,70.0,,2,,Mid-Term,Fragile+Temp
ZONE-1::RACK-6::295::GJ25X3449,ANT-3636-B44-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,3,8.399999999999999,4.199999999999999,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::295::GJ05X6667,ANT-3639-B16-295,1,2025-07-05,2025-07-07,2.8,1.4,1,1,19,53.2,26.6,,4,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::295::GJ29X6793,ANT-3641-B35-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,45,126.0,62.99999999999999,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::789::GJ18X3994,ANT-3644-B28-789,1,2025-07-04,2025-07-07,3.0,1.5,1,1,12,36.0,18.0,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::295::GJ08X4506,ANT-3650-B24-295,1,2025-07-03,2025-07-05,2.8,1.4,1,1,12,33.599999999999994,16.799999999999997,,1,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::789::GJ06X5907,ANT-3655-B10-789,1,2025-07-05,2025-07-07,3.0,1.5,1,1,48,144.0,72.0,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::789::GJ25X3449,ANT-3665-B38-789,1,2025-07-05,2025-07-07,3.0,1.5,1,1,33,99.0,49.5,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::295::GJ12X3425,ANT-3666-B59-295,1,2025-07-05,2025-07-08,2.8,1.4,1,1,16,44.8,22.4,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::789::GJ11X7822,ANT-3675-B20-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,22,66.0,33.0,,4,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::789::GJ22X5898,ANT-3682-B44-789,1,2025-07-05,2025-07-07,3.0,1.5,1,1,50,150.0,75.0,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::789::GJ14X5369,ANT-3685-B27-789,1,2025-07-03,2025-07-07,3.0,1.5,1,1,11,33.0,16.5,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::789::GJ26X3703,ANT-3688-B51-789,1,2025-07-03,2025-07-07,3.0,1.5,1,1,41,123.0,61.5,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::789::GJ17X4217,ANT-3693-B43-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,37,111.0,55.5,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::295::GJ15X1880,ANT-3696-B37-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,5,14.0,7.0,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::789::GJ28X9107,ANT-3697-B83-789,1,2025-07-04,2025-07-06,3.0,1.5,1,1,2,6.0,3.0,,5,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::295::GJ23X8514,ANT-3705-B88-295,1,2025-07-03,2025-07-05,2.8,1.4,1,1,22,61.6,30.8,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::789::GJ10X3256,ANT-3713-B79-789,1,2025-07-03,2025-07-05,3.0,1.5,1,1,26,78.0,39.0,,0,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::789::GJ28X5690,ANT-3727-B44-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,25,75.0,37.5,,0,,Mid-Term,Fragile+Temp
ZONE-1::RACK-1::295::GJ10X4612,ANT-3731-B64-295,1,2025-07-03,2025-07-05,2.8,1.4,1,1,22,61.6,30.8,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::295::GJ08X4506,ANT-3732-B21-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,23,64.39999999999999,32.2,,4,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ08X1229,ANT-3739-B44-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,22,66.0,33.0,,4,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ09X7005,ANT-3740-B24-789,1,2025-07-03,2025-07-06,3.0,1.5,1,1,4,12.0,6.0,,5,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ18X9809,ANT-3743-B51-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,43,129.0,64.5,,2,,Mid-Term,Fragile+Temp
ZONE-1::RACK-2::789::GJ06X1200,ANT-3745-B68-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,41,123.0,61.5,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::295::GJ04X2060,ANT-3748-B36-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,33,92.4,46.2,,0,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::789::GJ11X8049,ANT-3752-B63-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,19,57.0,28.5,,4,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::789::GJ06X9871,ANT-3762-B93-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,29,87.0,43.5,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::295::GJ21X5017,ANT-3764-B69-295,1,2025-07-03,2025-07-06,2.8,1.4,1,1,15,42.0,21.0,,1,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::789::GJ11X1934,ANT-3766-B72-789,1,2025-07-03,2025-07-06,3.0,1.5,1,1,29,87.0,43.5,,0,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::295::GJ01X9269,ANT-3767-B51-295,1,2025-07-05,2025-07-08,2.8,1.4,1,1,9,25.2,12.6,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::789::GJ14X1053,ANT-3778-B24-789,1,2025-07-03,2025-07-07,3.0,1.5,1,1,38,114.0,57.0,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::295::GJ26X7609,ANT-3784-B84-295,1,2025-07-05,2025-07-07,2.8,1.4,1,1,6,16.799999999999997,8.399999999999999,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::295::GJ18X2499,ANT-3791-B65-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,44,123.2,61.6,,2,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::789::GJ27X6555,ANT-3801-B18-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,13,39.0,19.5,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::789::GJ05X5328,ANT-3802-B11-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,9,27.0,13.5,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::789::GJ13X9573,ANT-3806-B75-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,46,138.0,69.0,,2,,Mid-Term,Fragile+Temp
ZONE-1::RACK-5::789::GJ01X9269,ANT-3815-B35-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,27,81.0,40.5,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::789::GJ22X4867,ANT-3817-B83-789,1,2025-07-05,2025-07-07,3.0,1.5,1,1,47,141.0,70.5,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::789::GJ10X2304,ANT-3820-B20-789,1,2025-07-05,2025-07-07,3.0,1.5,1,1,43,129.0,64.5,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::295::GJ04X1613,ANT-3825-B82-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,1,2.8,1.4,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::789::GJ14X1053,ANT-3827-B96-789,1,2025-07-03,2025-07-06,3.0,1.5,1,1,41,123.0,61.5,,2,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::295::GJ25X5218,ANT-3830-B65-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,20,56.0,28.0,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::295::GJ09X1112,ANT-3835-B71-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,29,81.19999999999999,40.6,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::295::GJ17X7384,ANT-3847-B78-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,30,84.0,42.0,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::789::GJ08X2500,ANT-3848-B21-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,34,102.0,51.0,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::295::GJ23X8514,ANT-3852-B78-295,1,2025-07-03,2025-07-05,2.8,1.4,1,1,2,5.6,2.8,,5,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::789::GJ10X5398,ANT-3854-B28-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,43,129.0,64.5,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::295::GJ23X4559,ANT-3855-B29-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,47,131.6,65.8,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::789::GJ01X9269,ANT-3861-B49-789,1,2025-07-03,2025-07-05,3.0,1.5,1,1,22,66.0,33.0,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::295::GJ01X2097,ANT-3864-B77-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,39,109.2,54.6,,3,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::789::GJ17X7384,ANT-3867-B52-789,1,2025-07-03,2025-07-07,3.0,1.5,1,1,13,39.0,19.5,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::789::GJ24X9408,ANT-3871-B17-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,34,102.0,51.0,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::789::GJ23X5465,ANT-3881-B11-789,1,2025-07-03,2025-07-06,3.0,1.5,1,1,19,57.0,28.5,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::295::GJ05X6194,ANT-3886-B52-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,39,109.2,54.6,,3,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::789::GJ15X2791,ANT-3887-B41-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,44,132.0,66.0,,2,,Mid-Term,Fragile+Temp
ZONE-1::RACK-10::789::GJ21X7971,ANT-3892-B37-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,47,141.0,70.5,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::789::GJ22X4867,ANT-3894-B64-789,1,2025-07-03,2025-07-06,3.0,1.5,1,1,8,24.0,12.0,,1,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::295::GJ09X7005,ANT-3895-B33-295,1,2025-07-03,2025-07-07,2.8,1.4,1,1,11,30.8,15.4,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::789::GJ03X9079,ANT-3898-B58-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,30,90.0,45.0,,0,,Mid-Term,Fragile+Temp
ZONE-1::RACK-1::295::GJ20X8820,ANT-3905-B54-295,1,2025-07-05,2025-07-08,2.8,1.4,1,1,2,5.6,2.8,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::789::GJ29X6793,ANT-3914-B24-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,15,45.0,22.5,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::295::GJ14X3279,ANT-3915-B80-295,1,2025-07-03,2025-07-07,2.8,1.4,1,1,4,11.2,5.6,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ04X1613,ANT-3916-B69-789,1,2025-07-03,2025-07-07,3.0,1.5,1,1,30,90.0,45.0,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::295::GJ30X6985,ANT-3918-B75-295,1,2025-07-04,2025-07-08,2.8,1.4,1,1,42,117.6,58.8,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ10X5561,ANT-3923-B23-789,1,2025-07-03,2025-07-05,3.0,1.5,1,1,35,105.0,52.5,,3,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ21X4763,ANT-3925-B60-789,1,2025-07-05,2025-07-07,3.0,1.5,1,1,26,78.0,39.0,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::295::GJ06X9871,ANT-3928-B47-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,26,72.8,36.4,,0,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::789::GJ18X6865,ANT-3935-B76-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,21,63.0,31.5,,4,,Mid-Term,Fragile+Temp
ZONE-1::RACK-3::295::GJ26X7609,ANT-3943-B62-295,1,2025-07-04,2025-07-08,2.8,1.4,1,1,5,14.0,7.0,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::789::GJ12X6087,ANT-3945-B92-789,1,2025-07-04,2025-07-07,3.0,1.5,1,1,25,75.0,37.5,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::789::GJ05X6667,ANT-3952-B54-789,1,2025-07-03,2025-07-05,3.0,1.5,1,1,21,63.0,31.5,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::789::GJ26X4353,ANT-3954-B39-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,16,48.0,24.0,,4,,Mid-Term,Fragile+Temp
ZONE-1::RACK-5::295::GJ03X5022,ANT-3959-B55-295,1,2025-07-03,2025-07-07,2.8,1.4,1,1,41,114.8,57.4,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::295::GJ14X7289,ANT-3961-B68-295,1,2025-07-03,2025-07-07,2.8,1.4,1,1,10,28.0,14.0,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-5::789::GJ23X2866,ANT-3962-B77-789,1,2025-07-04,2025-07-06,3.0,1.5,1,1,41,123.0,61.5,,2,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::789::GJ16X7539,ANT-3967-B41-789,1,2025-07-03,2025-07-05,3.0,1.5,1,1,27,81.0,40.5,,0,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::295::GJ06X6051,ANT-3969-B57-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,38,106.4,53.2,,3,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::789::GJ21X4763,ANT-3971-B66-789,1,2025-07-04,2025-07-06,3.0,1.5,1,1,24,72.0,36.0,,0,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-6::789::GJ05X6194,ANT-3972-B62-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,8,24.0,12.0,,1,,Mid-Term,Fragile+Temp
ZONE-1::RACK-6::789::GJ06X9871,ANT-3973-B72-789,1,2025-07-04,2025-07-07,3.0,1.5,1,1,7,21.0,10.5,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::789::GJ27X3348,ANT-3976-B76-789,1,2025-07-05,2025-07-09,3.0,1.5,1,1,47,141.0,70.5,,2,,Mid-Term,Fragile+Temp
ZONE-1::RACK-7::789::GJ04X6241,ANT-3978-B59-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,34,102.0,51.0,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::295::GJ27X3348,ANT-3980-B44-295,1,2025-07-05,2025-07-07,2.8,1.4,1,1,45,126.0,62.99999999999999,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::295::GJ27X8741,ANT-3986-B11-295,1,2025-07-03,2025-07-07,2.8,1.4,1,1,33,92.4,46.2,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-7::789::GJ06X5907,ANT-3992-B35-789,1,2025-07-03,2025-07-07,3.0,1.5,1,1,42,126.0,63.0,,2,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::295::GJ25X8456,ANT-3994-B63-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,10,28.0,14.0,,1,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::295::GJ15X3297,ANT-4001-B22-295,1,2025-07-04,2025-07-08,2.8,1.4,1,1,15,42.0,21.0,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::789::GJ17X8039,ANT-4007-B20-789,1,2025-07-03,2025-07-06,3.0,1.5,1,1,2,6.0,3.0,,5,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-8::295::GJ12X2891,ANT-4009-B15-295,1,2025-07-04,2025-07-08,2.8,1.4,1,1,37,103.6,51.8,,3,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::295::GJ26X6532,ANT-4013-B62-295,1,2025-07-03,2025-07-05,2.8,1.4,1,1,16,44.8,22.4,,1,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::789::GJ15X1880,ANT-4026-B56-789,1,2025-07-03,2025-07-06,3.0,1.5,1,1,9,27.0,13.5,,1,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-9::295::GJ09X3787,ANT-4027-B79-295,1,2025-07-05,2025-07-09,2.8,1.4,1,1,42,117.6,58.8,,3,,Mid-Term,Fragile+Temp
ZONE-1::RACK-9::295::GJ06X2813,ANT-4028-B69-295,1,2025-07-05,2025-07-09,2.8,1.4,1,1,42,117.6,58.8,,3,,Mid-Term,Fragile+Temp
ZONE-1::RACK-10::295::GJ19X6467,ANT-4051-B46-295,1,2025-07-04,2025-07-08,2.8,1.4,1,1,8,22.4,11.2,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::789::GJ25X9719,ANT-4052-B29-789,1,2025-07-04,2025-07-06,3.0,1.5,1,1,4,12.0,6.0,,5,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::789::GJ17X4217,ANT-4053-B89-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,10,30.0,15.0,,1,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-10::295::GJ06X1200,ANT-4054-B32-295,1,2025-07-04,2025-07-06,2.8,1.4,1,1,29,81.19999999999999,40.6,,0,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::789::GJ30X6638,ANT-4057-B10-789,1,2025-07-03,2025-07-05,3.0,1.5,1,1,11,33.0,16.5,,1,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::295::GJ13X9573,ANT-4060-B27-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,29,81.19999999999999,40.6,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::789::GJ09X7005,ANT-4067-B17-789,1,2025-07-03,2025-07-05,3.0,1.5,1,1,39,117.0,58.5,,3,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::789::GJ12X5328,ANT-4072-B65-789,1,2025-07-03,2025-07-05,3.0,1.5,1,1,17,51.0,25.5,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-1::295::GJ22X5898,ANT-4082-B58-295,1,2025-07-05,2025-07-09,2.8,1.4,1,1,14,39.2,19.6,,1,,Mid-Term,Fragile+Temp
ZONE-1::RACK-2::295::GJ27X4504,ANT-4083-B26-295,1,2025-07-05,2025-07-09,2.8,1.4,1,1,40,112.0,56.0,,3,,Mid-Term,Fragile+Temp
ZONE-1::RACK-2::789::GJ17X4217,ANT-4095-B99-789,1,2025-07-04,2025-07-06,3.0,1.5,1,1,19,57.0,28.5,,4,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::789::GJ03X5022,ANT-4102-B47-789,1,2025-07-03,2025-07-06,3.0,1.5,1,1,37,111.0,55.5,,3,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-2::295::GJ30X4471,ANT-4103-B24-295,1,2025-07-03,2025-07-06,2.8,1.4,1,1,48,134.39999999999998,67.19999999999999,,2,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::789::GJ28X7704,ANT-4115-B13-789,1,2025-07-05,2025-07-08,3.0,1.5,1,1,4,12.0,6.0,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::295::GJ06X1200,ANT-4118-B60-295,1,2025-07-03,2025-07-06,2.8,1.4,1,1,49,137.2,68.6,,2,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::789::GJ15X5149,ANT-4120-B48-789,1,2025-07-03,2025-07-05,3.0,1.5,1,1,5,15.0,7.5,,5,,Same-Day Urgent,Fragile+Temp
ZONE-1::RACK-3::789::GJ27X3027,ANT-4122-B20-789,1,2025-07-04,2025-07-08,3.0,1.5,1,1,7,21.0,10.5,,5,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::789::GJ21X9440,ANT-4127-B65-789,1,2025-07-05,2025-07-07,3.0,1.5,1,1,31,93.0,46.5,,0,,Next-Day Urgent,Fragile+Temp
ZONE-1::RACK-4::295::GJ28X6836,ANT-4129-B98-295,1,2025-07-05,2025-07-09,2.8,1.4,1,1,34,95.2,47.6,,0,,Mid-Term,Fragile+Temp
ZONE-1::RACK-4::295::GJ30X3926,ANT-4137-B57-295,1,2025-07-04,2025-07-07,2.8,1.4,1,1,49,137.2,68.6,,2,,Next-Day Urgent,Fragile+Temp
