OrderID,Order_Date,Expiry_Date,Pallet_Size,Route_Type,Mode_of_Transport,Urgent_Order_Flag,Fragility,Dispatch_Window,Temp_Sensitive
64A806E6-D78A-4AAB-887C,16/06/2025,15/08/2025,80,Local,Small Truck,No,Yes,27/06/2025,Yes
FB763A45-40E7-4475-B732,21/06/2025,22/05/2027,80,Intercity,Medium Truck,No,Yes,26/06/2025,No
BEC6E690-ABFF-462C-AE17,20/06/2025,24/12/2025,60,Local,Small Truck,No,No,25/06/2025,No
4C9C13F4-7256-4235-8B65,18/06/2025,10/03/2026,80,Intercity,Medium Truck,Yes,No,24/06/2025,Yes
4B4792CD-C246-42EC-B305,21/06/2025,05/11/2025,150,Local,Small Truck,No,Yes,27/06/2025,No
157D790E-01E6-4B81-AF82,18/06/2025,02/06/2027,80,Local,Small Truck,No,No,29/06/2025,No
F626AF73-2F29-47F6-A22E,16/06/2025,02/10/2025,150,Local,Small Truck,Yes,No,28/06/2025,No
98F50F1B-9F5E-425C-BCC2,15/06/2025,13/04/2027,100,Interstate,Big Truck,Yes,No,27/06/2025,Yes
84FABFEF-C35F-4D09-A96E,16/06/2025,05/11/2025,120,Intercity,Medium Truck,Yes,Yes,28/06/2025,No
C5C81464-9107-4B9E-A936,16/06/2025,22/05/2026,60,Intercity,Medium Truck,No,No,27/06/2025,No
D5A4C33F-A896-4D55-BBE8,20/06/2025,14/05/2027,120,Intercity,Medium Truck,No,No,27/06/2025,No
1BA16577-9B4B-4C60-9768,16/06/2025,25/12/2025,60,Interstate,Big Truck,Yes,Yes,23/06/2025,No
B51D88D9-704C-4AD9-80CE,18/06/2025,04/12/2026,80,Interstate,Big Truck,Yes,No,23/06/2025,No
69A81318-8CEC-44FF-AA40,18/06/2025,19/09/2025,120,Interstate,Big Truck,Yes,Yes,28/06/2025,No
71EB809A-0DFF-4185-BD97,17/06/2025,27/09/2025,150,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
F92D64E8-934C-4918-A686,21/06/2025,20/03/2027,150,Local,Small Truck,Yes,No,23/06/2025,Yes
2D423A62-2CA0-41A6-B8E4,17/06/2025,24/10/2026,60,Intercity,Medium Truck,No,No,24/06/2025,No
3D8034B3-997D-4CE3-A729,17/06/2025,14/01/2026,60,Local,Small Truck,No,No,27/06/2025,No
65A84910-71C6-4283-8B9C,18/06/2025,23/05/2027,60,Intercity,Medium Truck,No,No,25/06/2025,No
040ADD6E-D60E-4F23-A741,15/06/2025,06/09/2026,120,Local,Small Truck,No,Yes,28/06/2025,No
39F688CD-FCC7-46E7-813A,16/06/2025,11/06/2026,60,Intercity,Medium Truck,No,Yes,24/06/2025,No
1C7C4EC2-3C06-4F27-8016,16/06/2025,08/06/2026,150,Interstate,Big Truck,Yes,Yes,29/06/2025,Yes
B33ED635-91D5-4841-9B88,20/06/2025,12/08/2026,60,Local,Small Truck,Yes,No,26/06/2025,Yes
3BC4C8B8-71B2-4B30-B1D2,18/06/2025,05/09/2025,150,Local,Small Truck,Yes,Yes,28/06/2025,Yes
1D44F2FE-EFDD-4A55-9C69,18/06/2025,13/05/2026,100,Intercity,Medium Truck,No,Yes,25/06/2025,No
16117E73-D4C9-4CAF-9E9D,21/06/2025,04/03/2026,60,Interstate,Big Truck,No,Yes,24/06/2025,Yes
B29B4C3D-3C6D-4D42-8D80,17/06/2025,01/09/2026,120,Interstate,Big Truck,Yes,Yes,27/06/2025,No
DD888936-A079-4D5D-A6D8,17/06/2025,16/04/2027,100,Local,Small Truck,Yes,No,26/06/2025,Yes
969A3BCD-266E-49D1-9A14,17/06/2025,29/09/2025,100,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
47E7FA1B-92CB-4B1C-80F9,17/06/2025,18/01/2026,100,Local,Small Truck,No,Yes,26/06/2025,Yes
6F05AF13-C130-4ED0-B190,20/06/2025,16/09/2025,150,Local,Small Truck,Yes,No,23/06/2025,No
6563D961-79AA-4D8B-A56B,15/06/2025,14/10/2025,150,Interstate,Big Truck,No,Yes,29/06/2025,No
30A08B32-985E-4237-B109,17/06/2025,09/07/2026,120,Local,Small Truck,Yes,No,26/06/2025,Yes
8744F08E-2199-4BA7-8C6C,19/06/2025,12/12/2025,150,Local,Small Truck,Yes,Yes,25/06/2025,No
55580D2A-F87B-4CEB-9A67,19/06/2025,15/01/2026,60,Intercity,Medium Truck,Yes,Yes,27/06/2025,Yes
74A530B0-9983-4C99-AC0B,18/06/2025,13/09/2026,120,Interstate,Big Truck,Yes,No,23/06/2025,Yes
BFBBDE14-D34B-4B83-AB24,19/06/2025,13/04/2027,150,Local,Small Truck,Yes,Yes,26/06/2025,Yes
C8934A15-ABB5-498C-ACC3,18/06/2025,16/12/2025,120,Local,Small Truck,Yes,Yes,26/06/2025,No
A86E0D8F-C80D-455E-8860,18/06/2025,12/06/2026,80,Intercity,Medium Truck,Yes,No,28/06/2025,Yes
281E2BAD-E9EF-4921-A4A8,15/06/2025,08/12/2026,60,Intercity,Medium Truck,Yes,No,27/06/2025,Yes
ABED09EE-07FC-4AB6-B8B3,19/06/2025,17/12/2025,150,Local,Small Truck,Yes,Yes,24/06/2025,Yes
99217D16-BCB5-4409-8F6E,16/06/2025,20/11/2026,150,Local,Small Truck,No,Yes,26/06/2025,Yes
2EB4C60D-6105-4536-8872,20/06/2025,05/03/2027,60,Interstate,Big Truck,No,No,25/06/2025,Yes
8F4371D3-367A-4BF4-806E,19/06/2025,24/03/2027,150,Intercity,Medium Truck,No,No,23/06/2025,Yes
DE0A21DD-E69C-4A21-9C99,18/06/2025,08/02/2027,150,Intercity,Medium Truck,No,No,25/06/2025,Yes
CE2866AC-D976-4746-8FD1,17/06/2025,17/12/2025,100,Intercity,Medium Truck,No,No,25/06/2025,No
49C8EE94-510A-4553-A926,19/06/2025,01/07/2026,80,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
2BACBF6D-06A8-4E31-AA82,17/06/2025,24/11/2025,60,Local,Small Truck,Yes,Yes,26/06/2025,Yes
C3767860-4942-4114-93FF,18/06/2025,22/01/2026,150,Interstate,Big Truck,No,No,24/06/2025,No
CBF8BB98-0974-4B66-A343,20/06/2025,04/01/2026,150,Intercity,Medium Truck,No,No,29/06/2025,No
6EFCF1CA-3977-4381-9584,15/06/2025,04/09/2026,120,Intercity,Medium Truck,No,Yes,26/06/2025,No
5C2EA683-39A4-4329-BBAF,20/06/2025,27/03/2026,120,Interstate,Big Truck,Yes,No,25/06/2025,Yes
E2713B96-5DF3-4580-A208,21/06/2025,20/05/2027,100,Interstate,Big Truck,No,Yes,23/06/2025,Yes
9CE16D9B-A37F-414B-96C0,18/06/2025,12/05/2027,120,Interstate,Big Truck,No,No,24/06/2025,No
EBD5BC99-D818-43C9-8EE0,17/06/2025,17/03/2026,100,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
30FE13F7-DF26-4103-84A4,19/06/2025,18/06/2027,150,Intercity,Medium Truck,Yes,No,27/06/2025,No
1F53D842-87A5-443E-8C1D,19/06/2025,23/05/2027,80,Local,Small Truck,Yes,Yes,24/06/2025,Yes
99A11ED0-AF25-40BA-9E4E,16/06/2025,01/11/2026,100,Local,Small Truck,Yes,No,24/06/2025,Yes
68036870-10B4-4EEC-9917,16/06/2025,07/03/2026,60,Intercity,Medium Truck,Yes,Yes,28/06/2025,No
CE8062FB-ED88-4847-899C,18/06/2025,11/03/2027,80,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
D6C5BF40-A516-4EEF-ADDD,19/06/2025,28/04/2027,120,Local,Small Truck,No,Yes,27/06/2025,No
112358DE-1AF9-40D4-A0E8,17/06/2025,06/03/2027,80,Interstate,Big Truck,No,Yes,25/06/2025,No
BA10E431-456B-435F-B57A,21/06/2025,15/12/2025,60,Interstate,Big Truck,No,No,27/06/2025,No
AFE440A4-7F62-407D-B8E4,17/06/2025,17/11/2025,150,Intercity,Medium Truck,No,No,24/06/2025,No
C25F746F-5A5A-420A-A859,21/06/2025,14/10/2026,100,Local,Small Truck,Yes,Yes,26/06/2025,Yes
28C90963-6D8D-4061-8F77,21/06/2025,06/03/2026,120,Interstate,Big Truck,No,Yes,28/06/2025,Yes
F07D6F37-433B-45D1-A326,21/06/2025,16/09/2025,60,Local,Small Truck,Yes,No,25/06/2025,No
7981EB7D-98CE-4BCA-A6DA,21/06/2025,29/08/2026,100,Intercity,Medium Truck,No,No,29/06/2025,Yes
FE743E8B-6D6F-4E38-9F09,16/06/2025,18/01/2027,80,Interstate,Big Truck,Yes,No,29/06/2025,No
58BB011F-C872-4C2E-82FD,17/06/2025,12/06/2026,80,Intercity,Medium Truck,Yes,Yes,23/06/2025,No
53ED4B39-90A2-4FFC-800A,17/06/2025,20/09/2025,120,Local,Small Truck,No,No,26/06/2025,Yes
5281F5F9-C395-48A4-A898,19/06/2025,22/10/2025,80,Interstate,Big Truck,Yes,No,29/06/2025,Yes
69B3B8D7-A9D6-4187-B325,21/06/2025,16/09/2025,150,Intercity,Medium Truck,No,Yes,26/06/2025,No
A072B37A-61AE-4104-87B0,15/06/2025,01/01/2026,60,Interstate,Big Truck,Yes,No,29/06/2025,No
57F7815D-6D85-4946-9EE4,20/06/2025,03/11/2025,120,Intercity,Medium Truck,Yes,No,26/06/2025,No
DE16F7D7-483B-4D63-807F,19/06/2025,08/10/2026,150,Local,Small Truck,Yes,No,24/06/2025,Yes
FAE4E7D8-CCF7-47D7-AB58,17/06/2025,17/06/2026,150,Local,Small Truck,Yes,Yes,28/06/2025,No
B6A5C61F-F0B6-4103-9579,17/06/2025,04/10/2025,80,Intercity,Medium Truck,No,No,23/06/2025,Yes
D44D7306-BC30-4A10-B4AE,21/06/2025,23/08/2025,100,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
F97EFC34-BF9D-4CFC-B87A,15/06/2025,07/11/2026,60,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
E1434A69-122E-4B76-8CD8,20/06/2025,11/04/2027,80,Local,Small Truck,Yes,No,24/06/2025,No
B7816AB7-0A2E-45CB-8490,18/06/2025,13/09/2026,150,Interstate,Big Truck,Yes,Yes,24/06/2025,Yes
3B930AA0-7972-4C5E-A754,20/06/2025,01/06/2027,80,Local,Small Truck,No,Yes,24/06/2025,Yes
A44D15A8-1921-441F-8C52,17/06/2025,15/05/2027,120,Local,Small Truck,No,No,23/06/2025,Yes
0DECFF25-6167-4AD5-A0BB,18/06/2025,29/09/2025,100,Local,Small Truck,Yes,No,27/06/2025,Yes
B34701BA-BD13-4474-90C0,15/06/2025,21/10/2025,120,Intercity,Medium Truck,Yes,No,23/06/2025,Yes
DD2CF37B-B5EC-4305-8F09,21/06/2025,10/01/2027,100,Intercity,Medium Truck,No,Yes,27/06/2025,No
CADB24E2-6972-44EC-AC52,18/06/2025,01/08/2026,100,Intercity,Medium Truck,No,No,29/06/2025,Yes
163321A4-4EFB-465B-9A16,21/06/2025,28/06/2026,120,Local,Small Truck,No,Yes,25/06/2025,No
75FF7A24-9899-4C65-A05B,18/06/2025,08/10/2026,150,Local,Small Truck,No,Yes,24/06/2025,Yes
8DA67E41-8557-4326-9DCA,16/06/2025,18/04/2027,60,Local,Small Truck,No,No,26/06/2025,No
5720BB50-CC84-48F2-B962,18/06/2025,02/05/2027,80,Local,Small Truck,Yes,Yes,24/06/2025,No
0C88C70D-59AF-4EAF-B95C,17/06/2025,14/01/2027,120,Interstate,Big Truck,Yes,No,23/06/2025,Yes
976453DE-ACCB-49C3-938F,18/06/2025,15/08/2026,100,Intercity,Medium Truck,Yes,Yes,26/06/2025,No
91E65FE9-B81F-4F37-91F6,20/06/2025,13/09/2026,120,Local,Small Truck,Yes,Yes,23/06/2025,No
103FB7E3-7A1C-4E69-BCE2,19/06/2025,08/05/2027,150,Intercity,Medium Truck,No,Yes,29/06/2025,Yes
B6F82375-DC11-4D1A-9D6A,21/06/2025,11/10/2025,80,Local,Small Truck,Yes,Yes,25/06/2025,Yes
41CF7680-321B-4FB1-90EF,18/06/2025,28/11/2025,150,Intercity,Medium Truck,No,No,28/06/2025,No
E31CBCAD-379D-4F57-A51B,18/06/2025,04/02/2026,150,Interstate,Big Truck,Yes,Yes,27/06/2025,No
A73F2F7B-BEE7-40F9-A97D,15/06/2025,31/05/2026,60,Intercity,Medium Truck,No,Yes,27/06/2025,Yes
27EE5FA5-C6B6-4B5C-87E9,18/06/2025,26/11/2026,150,Local,Small Truck,Yes,No,27/06/2025,No
54DAB113-F934-45FB-8DC6,19/06/2025,29/08/2025,100,Local,Small Truck,Yes,No,26/06/2025,No
CD7A7427-2548-4DDE-A674,17/06/2025,24/01/2027,150,Local,Small Truck,No,No,26/06/2025,No
D3137869-0091-41C3-B2FD,17/06/2025,01/05/2027,60,Local,Small Truck,No,Yes,29/06/2025,No
BB2E950F-0A23-4E38-AD09,19/06/2025,15/02/2026,60,Intercity,Medium Truck,No,No,27/06/2025,Yes
0CF7527C-ABF9-4F15-A48E,16/06/2025,21/08/2026,80,Local,Small Truck,No,Yes,26/06/2025,No
2DAD6F54-E397-470D-AD61,17/06/2025,25/09/2026,150,Local,Small Truck,No,Yes,29/06/2025,No
C1434160-23A8-47F6-B67F,18/06/2025,10/03/2027,80,Intercity,Medium Truck,No,No,25/06/2025,No
3737A900-0212-4D2C-B261,21/06/2025,03/06/2026,120,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
1E4F9AFA-7341-48AA-8E9D,15/06/2025,14/06/2027,100,Interstate,Big Truck,No,No,24/06/2025,Yes
C2DE93E6-E6C8-41D4-8B17,17/06/2025,01/11/2025,120,Intercity,Medium Truck,No,No,24/06/2025,Yes
D6BA6B0D-C34A-438D-B690,15/06/2025,28/09/2026,100,Local,Small Truck,No,Yes,29/06/2025,No
A4CE5126-9925-4A5D-9BA1,20/06/2025,15/09/2025,120,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
2308196F-5A61-4F75-95C6,21/06/2025,18/06/2027,100,Interstate,Big Truck,Yes,Yes,23/06/2025,Yes
7D84BD5F-220B-4110-B6C5,18/06/2025,13/06/2026,60,Interstate,Big Truck,Yes,Yes,24/06/2025,No
1C582E8D-45EF-4F19-A3D8,17/06/2025,02/09/2026,120,Interstate,Big Truck,No,Yes,27/06/2025,Yes
CB2E384C-45F4-4B84-A5DE,17/06/2025,30/03/2027,80,Interstate,Big Truck,Yes,No,26/06/2025,No
05F3E55F-BBE4-4146-AAD9,19/06/2025,30/04/2027,100,Interstate,Big Truck,Yes,No,23/06/2025,No
41EB91D3-9F2F-4EC1-8224,17/06/2025,03/01/2026,100,Interstate,Big Truck,No,Yes,23/06/2025,No
7D5AA2B1-20F6-40D7-88CF,19/06/2025,22/06/2026,120,Interstate,Big Truck,Yes,No,24/06/2025,Yes
2C8BC7D2-EF07-4991-98CD,20/06/2025,31/08/2025,120,Intercity,Medium Truck,Yes,No,29/06/2025,Yes
8FE26150-0465-4D5B-A2F6,20/06/2025,11/12/2026,120,Local,Small Truck,Yes,No,28/06/2025,Yes
0739BC7C-8673-43E9-A8BA,15/06/2025,14/09/2025,60,Local,Small Truck,No,Yes,24/06/2025,No
D28C2470-2D78-450C-9987,19/06/2025,24/08/2026,80,Local,Small Truck,Yes,Yes,23/06/2025,Yes
1B2A8976-68DE-443E-8E9B,18/06/2025,09/01/2026,80,Local,Small Truck,No,Yes,28/06/2025,No
7DD3D6EA-34A1-4B3B-AFEB,16/06/2025,12/01/2026,100,Local,Small Truck,Yes,No,23/06/2025,No
59C10B76-50E5-4E83-814C,20/06/2025,20/12/2025,80,Intercity,Medium Truck,Yes,Yes,23/06/2025,No
5BF3CC62-7746-4C56-8CF8,18/06/2025,09/06/2026,60,Intercity,Medium Truck,No,No,27/06/2025,Yes
538C46F3-39AB-49C2-A3A9,17/06/2025,27/08/2026,150,Interstate,Big Truck,Yes,Yes,27/06/2025,No
6A98165A-E7AE-4404-957F,19/06/2025,10/11/2025,60,Interstate,Big Truck,No,No,28/06/2025,Yes
B13F714D-BD5F-499D-8417,20/06/2025,05/02/2026,80,Interstate,Big Truck,Yes,No,25/06/2025,Yes
A184972B-EF58-40EF-86F7,20/06/2025,19/02/2026,100,Intercity,Medium Truck,No,Yes,24/06/2025,Yes
340DC1DF-0278-4392-8654,17/06/2025,22/10/2026,120,Interstate,Big Truck,Yes,Yes,27/06/2025,Yes
D423FFF5-3E3A-459C-AF1D,21/06/2025,19/12/2025,80,Interstate,Big Truck,Yes,No,25/06/2025,No
EA0D3207-C4EA-4227-9429,17/06/2025,25/09/2026,60,Intercity,Medium Truck,No,Yes,25/06/2025,No
AF957562-606F-4D6E-84AA,15/06/2025,20/12/2026,80,Interstate,Big Truck,No,No,23/06/2025,No
042FABC6-B52D-4730-846F,20/06/2025,24/02/2026,100,Intercity,Medium Truck,No,No,26/06/2025,Yes
7AB26AAB-7F6D-4742-AFD1,18/06/2025,18/05/2026,120,Intercity,Medium Truck,No,No,27/06/2025,Yes
D5FBC920-CC4F-4A29-BE41,18/06/2025,23/05/2027,80,Intercity,Medium Truck,Yes,No,28/06/2025,Yes
BFA4F247-9216-4DEC-A304,16/06/2025,30/06/2026,80,Local,Small Truck,Yes,Yes,29/06/2025,No
898AB4D5-A32B-4D73-88B5,20/06/2025,29/04/2026,60,Intercity,Medium Truck,No,No,29/06/2025,Yes
9F7B1E9F-751F-4214-9166,19/06/2025,14/05/2026,80,Local,Small Truck,No,No,28/06/2025,No
C3DA5E00-F1A8-41B7-99F7,16/06/2025,09/05/2027,100,Interstate,Big Truck,Yes,Yes,24/06/2025,No
2C5152CD-EF70-4EC8-A7EE,20/06/2025,03/09/2026,80,Local,Small Truck,No,No,24/06/2025,Yes
D6265C08-B5AC-4352-8147,18/06/2025,22/12/2026,120,Intercity,Medium Truck,Yes,Yes,28/06/2025,No
B83C26E2-B652-4C08-9940,18/06/2025,20/11/2025,120,Local,Small Truck,No,No,26/06/2025,Yes
85CCCE4C-7CA8-4518-937D,21/06/2025,14/12/2025,80,Intercity,Medium Truck,Yes,No,28/06/2025,Yes
B8EC72B2-2190-4674-BDE1,20/06/2025,13/11/2026,120,Local,Small Truck,No,No,29/06/2025,Yes
8B5349E4-7D37-4E84-BD6A,16/06/2025,24/05/2026,100,Intercity,Medium Truck,Yes,Yes,26/06/2025,No
DCE3E31C-2195-455D-943B,15/06/2025,14/04/2026,150,Local,Small Truck,No,No,26/06/2025,Yes
3C6BB1E0-9BE9-4BA7-B1A5,19/06/2025,16/05/2027,60,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
481D633A-92FF-4AC5-B6DD,19/06/2025,09/03/2027,100,Local,Small Truck,No,No,23/06/2025,Yes
1D63A2A0-8136-4100-AD90,18/06/2025,28/11/2026,80,Local,Small Truck,No,Yes,24/06/2025,No
5841220C-4C22-44E4-A013,21/06/2025,19/12/2025,60,Local,Small Truck,No,Yes,27/06/2025,No
80CE370E-B3FA-4525-ACFF,20/06/2025,27/11/2025,100,Intercity,Medium Truck,No,No,24/06/2025,Yes
96A253C8-0A20-444D-8977,21/06/2025,27/03/2026,120,Intercity,Medium Truck,Yes,Yes,29/06/2025,No
9E5D5D7E-040E-4D2A-9A85,19/06/2025,30/05/2026,60,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
79379806-50F4-4B9C-8846,17/06/2025,23/01/2026,80,Interstate,Big Truck,No,No,26/06/2025,Yes
EC0EB09C-142F-49FA-B832,18/06/2025,20/08/2025,60,Local,Small Truck,Yes,No,28/06/2025,Yes
547EC2B9-7E71-42E6-AB1C,15/06/2025,05/08/2026,60,Intercity,Medium Truck,Yes,No,27/06/2025,No
A31C8279-3D6C-46BC-B6C9,21/06/2025,21/01/2026,120,Intercity,Medium Truck,Yes,Yes,25/06/2025,Yes
E49181F4-1D2E-4605-86AA,17/06/2025,12/01/2027,120,Interstate,Big Truck,Yes,No,29/06/2025,Yes
0F665025-6566-47ED-80AC,17/06/2025,13/04/2026,60,Interstate,Big Truck,Yes,Yes,27/06/2025,Yes
E9C640A4-2816-4003-8A9E,16/06/2025,17/03/2027,150,Intercity,Medium Truck,Yes,No,26/06/2025,No
6438BF25-CCC9-4A00-A010,21/06/2025,20/05/2027,120,Interstate,Big Truck,No,No,27/06/2025,No
6B5543F4-2698-4E23-8759,19/06/2025,07/05/2027,80,Local,Small Truck,No,Yes,29/06/2025,Yes
E611143D-E41E-4F38-B813,21/06/2025,08/01/2027,80,Local,Small Truck,Yes,Yes,26/06/2025,No
41F1857C-B4DE-4EEE-BD62,18/06/2025,21/02/2027,120,Local,Small Truck,No,No,28/06/2025,No
E862E1B1-878D-48F0-808A,18/06/2025,04/11/2026,120,Local,Small Truck,No,Yes,27/06/2025,No
C4E43D00-01DF-4AF2-BEFE,15/06/2025,27/08/2026,100,Local,Small Truck,No,No,24/06/2025,No
74E08947-B1FA-4F2A-B351,21/06/2025,09/06/2027,80,Intercity,Medium Truck,Yes,No,28/06/2025,No
2833C61E-4CCE-4491-B504,20/06/2025,11/05/2027,60,Local,Small Truck,No,No,26/06/2025,No
5CDD62BC-EFC4-4100-B643,15/06/2025,21/10/2025,80,Interstate,Big Truck,Yes,Yes,27/06/2025,No
9103856A-FB06-4628-BBD1,20/06/2025,25/03/2027,100,Intercity,Medium Truck,No,No,29/06/2025,No
006C86A8-5AE7-41D4-A499,15/06/2025,03/10/2025,100,Intercity,Medium Truck,No,No,26/06/2025,No
7B1207B7-D3B7-45E4-A29C,21/06/2025,28/09/2026,60,Interstate,Big Truck,Yes,No,27/06/2025,No
7BCEE199-F684-4E92-B8FF,19/06/2025,23/10/2025,150,Intercity,Medium Truck,No,No,24/06/2025,Yes
4E932D5B-FE0A-4544-A450,21/06/2025,17/09/2026,60,Local,Small Truck,Yes,No,23/06/2025,Yes
DE6C8EB2-8AE6-44AF-BC92,21/06/2025,23/04/2027,80,Interstate,Big Truck,Yes,Yes,27/06/2025,No
410D971C-A0D5-4A4D-9946,17/06/2025,04/01/2026,80,Local,Small Truck,Yes,No,23/06/2025,Yes
5770D572-DD85-45B1-90A8,17/06/2025,05/08/2026,80,Intercity,Medium Truck,No,Yes,27/06/2025,Yes
E85CE1D3-A6E5-45E5-9551,20/06/2025,28/05/2027,80,Local,Small Truck,No,Yes,27/06/2025,No
E3A1A954-C182-4EC4-9189,18/06/2025,22/03/2027,60,Local,Small Truck,No,Yes,28/06/2025,Yes
39F939A8-CEDD-44C2-B5DB,18/06/2025,11/02/2026,80,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
E564DEAE-B385-41AB-8D63,15/06/2025,30/10/2026,80,Interstate,Big Truck,No,Yes,23/06/2025,Yes
151B3AB6-A0D5-410A-9AC2,20/06/2025,10/01/2026,120,Intercity,Medium Truck,No,Yes,23/06/2025,Yes
CFC7348B-FAAE-432A-B245,19/06/2025,04/02/2027,120,Interstate,Big Truck,No,Yes,28/06/2025,No
17F21119-9AC4-4F20-B152,18/06/2025,13/12/2025,150,Local,Small Truck,Yes,No,23/06/2025,No
30141BD5-8112-4E5A-9709,20/06/2025,16/06/2027,150,Local,Small Truck,Yes,Yes,29/06/2025,No
C6121814-156E-46C6-BD12,18/06/2025,21/01/2026,120,Interstate,Big Truck,No,Yes,25/06/2025,No
B8368D89-1714-4385-906F,17/06/2025,10/10/2026,150,Local,Small Truck,Yes,No,29/06/2025,Yes
9C394F4F-202B-433E-8F2E,20/06/2025,18/02/2026,80,Local,Small Truck,No,Yes,26/06/2025,Yes
F92EEA10-D8CF-4A91-835D,19/06/2025,21/06/2026,80,Intercity,Medium Truck,No,No,27/06/2025,Yes
C79FCAAD-8668-47B9-8C07,18/06/2025,31/01/2027,80,Local,Small Truck,Yes,Yes,28/06/2025,No
AF992DE7-BAD7-4C4D-AEB4,18/06/2025,26/04/2026,150,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
0176913A-6F93-4E1E-9523,15/06/2025,24/08/2025,80,Intercity,Medium Truck,Yes,Yes,29/06/2025,No
D2750B52-BD54-4EC6-B42D,15/06/2025,09/03/2027,80,Intercity,Medium Truck,No,Yes,25/06/2025,No
489C0233-0E67-484C-AEFC,15/06/2025,09/12/2025,80,Intercity,Medium Truck,Yes,No,26/06/2025,No
35BF7BA7-3DDE-4D92-99DF,18/06/2025,19/05/2027,120,Intercity,Medium Truck,Yes,No,24/06/2025,Yes
1535BE38-DCD7-4191-808F,17/06/2025,13/11/2025,150,Interstate,Big Truck,Yes,Yes,26/06/2025,No
FA1C6740-BBF4-413B-B798,20/06/2025,30/08/2026,100,Interstate,Big Truck,Yes,No,27/06/2025,No
49FC1CDF-9D3F-49A6-817F,16/06/2025,28/06/2026,150,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
20C5D117-1DFC-4B0B-BA49,19/06/2025,06/12/2026,60,Local,Small Truck,No,No,25/06/2025,No
EF1B8446-6704-4ECC-8874,15/06/2025,23/05/2026,80,Intercity,Medium Truck,Yes,No,25/06/2025,Yes
FFC01B3E-B112-4367-BF72,15/06/2025,12/12/2026,120,Intercity,Medium Truck,No,No,27/06/2025,Yes
34606BF5-5016-4854-BE48,21/06/2025,22/05/2026,60,Local,Small Truck,No,No,26/06/2025,No
79EC2A44-93CF-4F38-B701,17/06/2025,05/04/2026,120,Local,Small Truck,No,No,24/06/2025,No
2DF198E1-CF31-42B2-9F9A,20/06/2025,03/02/2027,150,Local,Small Truck,No,No,28/06/2025,No
EF0F62ED-2103-4E99-83B7,19/06/2025,22/09/2025,150,Intercity,Medium Truck,Yes,Yes,27/06/2025,No
01695E48-CE05-42E5-8D89,20/06/2025,16/02/2026,60,Interstate,Big Truck,No,No,26/06/2025,Yes
A39B80EE-DCE1-4972-873A,20/06/2025,02/12/2026,60,Intercity,Medium Truck,No,No,26/06/2025,Yes
1B2D1227-9284-4186-88F8,20/06/2025,06/06/2026,100,Local,Small Truck,No,Yes,24/06/2025,Yes
BC09DF0B-70EB-466A-B43E,16/06/2025,31/08/2025,100,Local,Small Truck,No,No,24/06/2025,No
93DBF467-7FF4-4C1B-A879,15/06/2025,12/10/2025,120,Local,Small Truck,No,No,24/06/2025,No
FF30797A-CAD7-49F7-A826,19/06/2025,01/09/2025,150,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
8D4CB0FF-DCF1-4E0E-8C8A,21/06/2025,04/02/2027,100,Intercity,Medium Truck,Yes,Yes,28/06/2025,No
DF7A6C20-2C81-42E0-8086,16/06/2025,05/05/2026,120,Intercity,Medium Truck,Yes,No,23/06/2025,Yes
4B426280-3706-4C71-8F69,21/06/2025,28/09/2025,150,Intercity,Medium Truck,No,No,24/06/2025,Yes
D8C9885A-C5A5-4A86-B8D2,18/06/2025,02/12/2026,120,Local,Small Truck,Yes,No,24/06/2025,No
4DE476F0-6164-44A9-A382,16/06/2025,10/07/2026,120,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
FD57EF7E-9718-4F0B-9FB4,20/06/2025,20/12/2026,150,Local,Small Truck,No,Yes,24/06/2025,No
C53E156F-6550-440F-AB6E,15/06/2025,15/05/2027,80,Local,Small Truck,No,Yes,23/06/2025,No
C394C106-E237-40BB-8D80,19/06/2025,15/09/2025,80,Local,Small Truck,Yes,No,26/06/2025,No
F70D58AF-D36C-4968-A176,16/06/2025,01/02/2027,60,Intercity,Medium Truck,Yes,No,28/06/2025,Yes
E28E0CB8-15F5-47FA-BFE7,15/06/2025,10/09/2025,120,Local,Small Truck,No,Yes,28/06/2025,Yes
329A3323-1EF1-4C9D-B130,19/06/2025,21/08/2026,100,Intercity,Medium Truck,No,Yes,29/06/2025,No
78616E77-AF90-4B59-ACDB,19/06/2025,27/08/2026,150,Local,Small Truck,No,No,24/06/2025,Yes
